Name,Description,X,Avatar,Topics,Works at,Role,Papers
Lilian Weng,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Lilian%20Weng&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Dropbox Inc.,Computer Scientist,Learning dexterous in-hand manipulation; Solving Rubik's Cube with a Robot Hand; Exploration in deep reinforcement learning: A survey; Predicting Successful Memes Using Network and Community Structure; Text and Code Embeddings by Contrastive Pre-Training
Anthony Levandowski,French-American self-driving car engineer,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Anthony_Levandowski_Headshot.jpg/330px-Anthony_Levandowski_Headshot.jpg,Artificial Intelligence; Computer Science; Robotics,Stanford University,French-American self-driving car engineer,"Junior: The Stanford entry in the Urban Challenge; Junior: The Stanford Entry in the Urban Challenge; Trajectory tracking and balance stabilization control of autonomous motorcycles; Collaborative teleoperation using networked spatial dynamic voting; Collaborative online teleoperation with spatial dynamic voting and a human ""Tele-Actor"""
Amin Karbasi,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Amin%20Karbasi&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Independent,Researcher,Streaming submodular maximization; There is no single functional atlas even for a single individual: Functional parcel definitions change with task; Distributed Submodular Maximization: Identifying Representative Elements in Massive Data; Lazier Than Lazy Greedy; Graph-Constrained Group Testing
Chris Ré,Computer Scientist,https://x.com/HazyResearch,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/160906-N-PO203-244_%2829394494722%29.jpg/330px-160906-N-PO203-244_%2829394494722%29.jpg,Artificial Intelligence; Computer Science; Machine Learning,Stanford University,Computer Scientist,MYSTIQ; Snorkel DryBell; Snorkel; CYCLADES: Conflict-free Asynchronous Machine Learning; Extracting chemical reactions from text using Snorkel
Vijay Pande,Trinidadian–American scientist and venture capitalist,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Vijay_S._Pande.jpg/330px-Vijay_S._Pande.jpg,Artificial Intelligence; Computer Science,Institute for Management of Innovation and Technology,Trinidadian–American scientist and venture capitalist,Fuzzy power flow solutions with reactive limits and multiple uncertainties; A technique for load-shedding based on voltage stability consideration; Discrete sliding mode control strategy for direct real and reactive power regulation of wind driven DFIG; Optimal hourly scheduling of distributed generation and capacitors for minimisation of energy loss and reduction in capacitors switching operations; Design of novel optimal complex-order controllers for systems with fractional-order dynamics
Thomas Wolf,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Thomas%20Wolf&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,California Institute of Technology,Computer Scientist,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter; HuggingFace's Transformers: State-of-the-art Natural Language Processing; Multitask Prompted Training Enables Zero-Shot Task Generalization; Datasets: A Community Library for Natural Language Processing; TransferTransfo: A Transfer Learning Approach for Neural Network Based Conversational Agents"
Stephanie Gil,AI Researcher,https://x.com/stephaniegilok,https://api.dicebear.com/9.x/initials/svg?seed=Stephanie%20Gil&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Robotics,Harvard University,Researcher,Accurate indoor localization with zero start-up cost; Correcting robot mistakes in real time using EEG signals; Guaranteeing spoof-resilient multi-robot networks; CarSpeak; CarSpeak
Cordelia Schmid,Computer Scientist,https://x.com/CordeliaSchmid,https://api.dicebear.com/9.x/initials/svg?seed=Cordelia%20Schmid&fontWeight=700&radius=16,Computer Vision; Natural Language Processing; Artificial Intelligence; Computer Science,Centre National de la Recherche Scientifique,Computer Scientist,Detecting Unseen Visual Relations Using Analogies; Learning Correlation Structures for Vision Transformers; Dense Optical Tracking: Connecting the Dots; SUGAR : Pre-training 3D Visual Representations for Robotics; A Generative Approach for Wikipedia-Scale Visual Entity Recognition
Sam Bowman,Computer Scientist,https://x.com/sleepinyourhat,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Scottybowman-2006awards.jpg/330px-Scottybowman-2006awards.jpg,Natural Language Processing; Artificial Intelligence; Computer Science,Institut national de recherche en informatique et en automatique,Computer Scientist,Universal Dependencies 2.0 – CoNLL 2017 Shared Task Development and Test Data; Proceedings of SustaiNLP: Workshop on Simple and Efficient Natural Language Processing; Universal Dependencies 2.7; Speech Recognition with Segmental Conditional Random Fields: Final Report from the 2010 JHU Summer Workshop; Modeling pronunciation variation with context-dependent articulatory feature decision trees
Sham Kakade,Computer Scientist,https://x.com/ShamKakade6,https://api.dicebear.com/9.x/initials/svg?seed=Sham%20Kakade&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,University of Washington,Computer Scientist,PACT: Privacy Sensitive Protocols and Mechanisms for Mobile Contact Tracing; Outpacing the Virus: Digital Response to Containing the Spread of COVID-19 while Mitigating Privacy Risks; PACT: Privacy Sensitive Protocols and Mechanisms for Mobile Contact Tracing; Anytime Pretraining: Horizon-Free Learning-Rate Schedules with Weight Averaging; Anytime Pretraining: Horizon-Free Learning-Rate Schedules with Weight Averaging
Nikolai Matni,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Nikolai%20Matni&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,California University of Pennsylvania,Researcher,On the Sample Complexity of the Linear Quadratic Regulator; System level synthesis; Regret Bounds for Robust Adaptive Control of the Linear Quadratic\n Regulator; A System-Level Approach to Controller Synthesis; On the Sample Complexity of the Linear Quadratic Regulator
Sam Altman,American businessman and entrepreneur who has served as the ...,https://x.com/sama,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped%29.jpg/330px-Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped%29.jpg,Artificial Intelligence,Y Combinator,American businessman and entrepreneur who has served as the ...,
Eric Topol,American cardiologist,https://x.com/EricTopol,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Eric_Topol_in_2026_A.jpg/330px-Eric_Topol_in_2026_A.jpg,Computer Science; Machine Learning,Scripps Research Institute,American cardiologist,MIRIAD: Augmenting LLMs with millions of medical query-response pairs; The AI Productivity Index (APEX)
Percival Matthews,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Percival%20Matthews&fontWeight=700&radius=16,Computer Science,University of Wisconsin–Madison,Researcher,"Assessing knowledge of mathematical equivalence: A construct-modeling approach.; Individual Differences in Nonsymbolic Ratio Processing Predict Symbolic Math Performance; In pursuit of knowledge: Comparing self-explanations, concepts, and procedures as pedagogical tools; Measure for Measure: What Combining Diverse Measures Reveals About Children's Understanding of the Equal Sign as an Indicator of Mathematical Equality; A specific misconception of the equal sign acts as a barrier to children's learning of early algebra"
Aaron Defazio,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Aaron%20Defazio&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Independent,Researcher,SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly Convex Composite Objectives; fastMRI: An Open Dataset and Benchmarks for Accelerated MRI; SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly\n Convex Composite Objectives; fastMRI: A Publicly Available Raw k-Space and DICOM Dataset of Knee Images for Accelerated MR Image Reconstruction Using Machine Learning; Advancing machine learning for MR image reconstruction with an open competition: Overview of the 2019 fastMRI challenge
Rohin Shah,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Rohin%20Shah&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Google DeepMind,Researcher,On the Utility of Learning about Humans for Human-AI Coordination; Chlorophyll; Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2; Chlorophyll; Preferences Implicit in the State of the World
Ramin Hasani,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Ramin%20Hasani&fontWeight=700&radius=16,Artificial Neural Networks; Computer Science; Artificial Intelligence; Machine Learning,Independent,Researcher,Neural circuit policies enabling auditable autonomy; Liquid Time-constant Networks; Closed-form continuous-time neural networks; OpenWorm: overview and recent advances in integrative biological simulation of <i>Caenorhabditis elegans</i>; BarrierNet: Differentiable Control Barrier Functions for Learning of Safe Robot Control
Luca Soldaini,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Luca%20Soldaini&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Allen Institute,Researcher,SMHD: A Large-Scale Resource for Exploring Online Language Usage for\n Multiple Mental Health Conditions; The Semantic Scholar Open Data Platform; Queer In AI: A Case Study in Community-Led Participatory AI; One-Shot Labeling for Automatic Relevance Estimation; OLMo: Accelerating the Science of Language Models
Arya McCarthy,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Arya%20McCarthy&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Independent,Researcher,UniMorph 2.0: Universal Morphology; The; Freezing Subnetworks to Analyze Domain Adaptation in Neural Machine Translation; Meaning to Form: Measuring Systematicity as Information; The CoNLL--SIGMORPHON 2018 Shared Task: Universal Morphological Reinflection
Robert Nishihara,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Robert%20Nishihara&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Independent,Computer Scientist,Tune: A Research Platform for Distributed Model Selection and Training; RLlib: Abstractions for Distributed Reinforcement Learning; Ray: A Distributed Framework for Emerging AI Applications; RLlib: Abstractions for Distributed Reinforcement Learning; A General Analysis of the Convergence of ADMM
Victor Zavala,Guatemalan Field Marshal who participated in the wars of Raf...,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Mariscalzavala_2014-07-01_20-32.jpg/330px-Mariscalzavala_2014-07-01_20-32.jpg,Theoretical Computer Science; Artificial Intelligence; Computer Science,University of Wisconsin–Madison,Guatemalan Field Marshal who participated in the wars of Raf...,Quantifying the environmental benefits of a solvent-based separation process for multilayer plastic films; Uncertainty quantification for molecular property predictions with graph neural architecture search; From automated to autonomous process operations; Optimal Design of Food Packaging Considering Waste Management Technologies to Achieve Circular Economy; Screening Green Solvents for Multilayer Plastic Films Separation
Josh Tobias,American comic book artist,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/John_Tobias.jpg/330px-John_Tobias.jpg,Computer Science,Massachusetts Institute of Technology,American comic book artist,"What Twitter Will and Will Not Do: Theorizing About Teachers’ Online Professional Communities; “A Lifelong Classroom”: Social Studies Educators’ Engagement with Professional Learning Networks on Twitter; State Civic Education Requirements. CIRCLE Fact Sheet.; Exploring the dimensionality of self-perceived performance assessment literacy (PAL); ""Yeah, I know this"": Student Experiences in a Blended MicroMasters Program"
Samory Kpotufe,Computer Scientist,,https://api.dicebear.com/9.x/initials/svg?seed=Samory%20Kpotufe&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Columbia University,Computer Scientist,Which Spatial Partition Trees are Adaptive to Intrinsic Dimension?; k-NN Regression Adapts to Local Intrinsic Dimension; Consistent Procedures for Cluster Tree Estimation and Pruning; A different approach to sensor networking for shm: Remote powering and interrogation with unmanned aerial vehicles; An Efficient One-Class SVM for Anomaly Detection in the Internet of Things
Kristin Bergman,list of characters that have appeared or been mentioned on t...,,https://api.dicebear.com/9.x/initials/svg?seed=Kristin%20Bergman&fontWeight=700&radius=16,Computer Science,NC Department of Health and Human Services,list of characters that have appeared or been mentioned on t...,Cyborgs in the Courtroom: The Use of Google Glass Recordings in Litigation; A Target to the Heart of the First Amendment: Government Endorsement of Responsible Disclosure as Unconstitutional
Victor Botev,Bulgarian revolutionary and poet,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Hristo-Botev-circa-1875.jpg/330px-Hristo-Botev-circa-1875.jpg,Natural Language Processing; Artificial Intelligence; Machine Learning,Institute for Nuclear Research and Nuclear Energy,Bulgarian revolutionary and poet,Leveraging knowledge graphs to update scientific word embeddings using latent semantic imputation; ConSens: Assessing Context Grounding in Open-Book Question Answering; Evaluating Embedding Frameworks for Scientific Domain
Xue Bin Peng,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Xue%20Bin%20Peng&fontWeight=700&radius=16,Reinforcement Learning; Computer Science; Artificial Intelligence; Machine Learning,Simon Fraser University,Researcher,"Advantage-Weighted Regression: Simple and Scalable Off-Policy Reinforcement Learning; Variational Discriminator Bottleneck: Improving Imitation Learning, Inverse RL, and GANs by Constraining Information Flow; Adversarial Motion Priors Make Good Substitutes for Complex Reward Functions; Variational Discriminator Bottleneck: Improving Imitation Learning, Inverse RL, and GANs by Constraining Information Flow; Learning Locomotion Skills Using DeepRL: Does the Choice of Action Space Matter?"
Katherine Kucharski,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Katherine%20Kucharski&fontWeight=700&radius=16,AI,George Washington University,Researcher,
Jonathan Vogelstein,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Jonathan%20Vogelstein&fontWeight=700&radius=16,AI,Independent,Researcher,
Rik Levine,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Rik%20Levine&fontWeight=700&radius=16,AI,Independent,Researcher,
Tamar Mitchell,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Tamar%20Mitchell&fontWeight=700&radius=16,AI,Independent,Researcher,
