Name,Description,Web URL,Publish date,Author,Published in
Insights on Transfer Optimization: Because Experience is the Best Teacher,Research contribution by Abhishek Gupta,https://scholar.google.com/scholar?q=Abhishek+Gupta,N/A,Abhishek Gupta,Marwadi University
Pattern Recognition and Machine Learning,Research contribution by Christopher M Bishop,https://scholar.google.com/scholar?q=Christopher+M+Bishop,N/A,Christopher M Bishop,Tulane University
"Developmental Profiles of Eczema, Wheeze, and Rhinitis: Two Population-Based Birth Cohort Studies",Research contribution by Christopher M Bishop,https://scholar.google.com/scholar?q=Christopher+M+Bishop,N/A,Christopher M Bishop,Tulane University
Trajectories of Lung Function during Childhood,Research contribution by Christopher M Bishop,https://scholar.google.com/scholar?q=Christopher+M+Bishop,N/A,Christopher M Bishop,Tulane University
Proceedings 16th European Conference on Controlled Fusion and Plasma Physics,Research contribution by Christopher M Bishop,https://scholar.google.com/scholar?q=Christopher+M+Bishop,N/A,Christopher M Bishop,Tulane University
Evaluation of Deep Learning to Augment Image-Guided Radiotherapy for Head and Neck and Prostate Cancers,Research contribution by Christopher M Bishop,https://scholar.google.com/scholar?q=Christopher+M+Bishop,N/A,Christopher M Bishop,Tulane University
Maximum Classifier Discrepancy for Unsupervised Domain Adaptation,Research contribution by Tatsuya Harada,https://scholar.google.com/scholar?q=Tatsuya+Harada,N/A,Tatsuya Harada,Bayfront Medical Center
MFNet: Towards real-time semantic segmentation for autonomous vehicles with multi-spectral scenes,Research contribution by Tatsuya Harada,https://scholar.google.com/scholar?q=Tatsuya+Harada,N/A,Tatsuya Harada,Bayfront Medical Center
Open Set Domain Adaptation by Backpropagation,Research contribution by Tatsuya Harada,https://scholar.google.com/scholar?q=Tatsuya+Harada,N/A,Tatsuya Harada,Bayfront Medical Center
Asymmetric Tri-training for Unsupervised Domain Adaptation,Research contribution by Tatsuya Harada,https://scholar.google.com/scholar?q=Tatsuya+Harada,N/A,Tatsuya Harada,Bayfront Medical Center
Domain Generalization Using a Mixture of Multiple Latent Domains,Research contribution by Tatsuya Harada,https://scholar.google.com/scholar?q=Tatsuya+Harada,N/A,Tatsuya Harada,Bayfront Medical Center
Three new probabilistic models for dependency parsing,Research contribution by Jason Eisner,https://scholar.google.com/scholar?q=Jason+Eisner,N/A,Jason Eisner,N/A
Contrastive estimation,Research contribution by Jason Eisner,https://scholar.google.com/scholar?q=Jason+Eisner,N/A,Jason Eisner,N/A
Learning How to Ask: Querying LMs with Mixtures of Soft Prompts,Research contribution by Jason Eisner,https://scholar.google.com/scholar?q=Jason+Eisner,N/A,Jason Eisner,N/A
Using ``Annotator Rationales'' to Improve Machine Learning for Text Categorization,Research contribution by Jason Eisner,https://scholar.google.com/scholar?q=Jason+Eisner,N/A,Jason Eisner,N/A
The SIGMORPHON 2016 Shared Task—Morphological Reinflection,Research contribution by Jason Eisner,https://scholar.google.com/scholar?q=Jason+Eisner,N/A,Jason Eisner,N/A
"PyTorch: An Imperative Style, High-Performance Deep Learning Library",Research contribution by James Bradbury,https://scholar.google.com/scholar?q=James+Bradbury,N/A,James Bradbury,Indian Institute of Technology Gandhinagar
Past and future changes in climate and hydrological indicators in the US Northeast,Research contribution by James Bradbury,https://scholar.google.com/scholar?q=James+Bradbury,N/A,James Bradbury,Indian Institute of Technology Gandhinagar
Ask Me Anything: Dynamic Memory Networks for Natural Language Processing,Research contribution by James Bradbury,https://scholar.google.com/scholar?q=James+Bradbury,N/A,James Bradbury,Indian Institute of Technology Gandhinagar
Pointer Sentinel Mixture Models,Research contribution by James Bradbury,https://scholar.google.com/scholar?q=James+Bradbury,N/A,James Bradbury,Indian Institute of Technology Gandhinagar
Non-Autoregressive Neural Machine Translation,Research contribution by James Bradbury,https://scholar.google.com/scholar?q=James+Bradbury,N/A,James Bradbury,Indian Institute of Technology Gandhinagar
Membership Inference Attacks Against Machine Learning Models,Research contribution by Reza Shokri,https://scholar.google.com/scholar?q=Reza+Shokri,N/A,Reza Shokri,National University of Singapore
Privacy-Preserving Deep Learning,Research contribution by Reza Shokri,https://scholar.google.com/scholar?q=Reza+Shokri,N/A,Reza Shokri,National University of Singapore
Comprehensive Privacy Analysis of Deep Learning: Passive and Active White-box Inference Attacks against Centralized and Federated Learning,Research contribution by Reza Shokri,https://scholar.google.com/scholar?q=Reza+Shokri,N/A,Reza Shokri,National University of Singapore
Quantifying Location Privacy,Research contribution by Reza Shokri,https://scholar.google.com/scholar?q=Reza+Shokri,N/A,Reza Shokri,National University of Singapore
Machine Learning with Membership Privacy using Adversarial Regularization,Research contribution by Reza Shokri,https://scholar.google.com/scholar?q=Reza+Shokri,N/A,Reza Shokri,National University of Singapore
CPFNet: Context Pyramid Fusion Network for Medical Image Segmentation,Research contribution by Fei Shi,https://scholar.google.com/scholar?q=Fei+Shi,N/A,Fei Shi,Soochow University
Speckle noise reduction in optical coherence tomography images based on edge-sensitive cGAN,Research contribution by Fei Shi,https://scholar.google.com/scholar?q=Fei+Shi,N/A,Fei Shi,Soochow University
Automatic Liver Segmentation Based on Shape Constraints and Deformable Graph Cut in CT Images,Research contribution by Fei Shi,https://scholar.google.com/scholar?q=Fei+Shi,N/A,Fei Shi,Soochow University
Automatic detection of microaneurysms in retinal fundus images,Research contribution by Fei Shi,https://scholar.google.com/scholar?q=Fei+Shi,N/A,Fei Shi,Soochow University
Automated 3-D Retinal Layer Segmentation of Macular Optical Coherence Tomography Images With Serous Pigment Epithelial Detachments,Research contribution by Fei Shi,https://scholar.google.com/scholar?q=Fei+Shi,N/A,Fei Shi,Soochow University
How transferable are features in deep neural networks?,Research contribution by Jason Yosinski,https://scholar.google.com/scholar?q=Jason+Yosinski,N/A,Jason Yosinski,N/A
Deep neural networks are easily fooled: High confidence predictions for unrecognizable images,Research contribution by Jason Yosinski,https://scholar.google.com/scholar?q=Jason+Yosinski,N/A,Jason Yosinski,N/A
Understanding Neural Networks Through Deep Visualization,Research contribution by Jason Yosinski,https://scholar.google.com/scholar?q=Jason+Yosinski,N/A,Jason Yosinski,N/A
An Intriguing Failing of Convolutional Neural Networks and the CoordConv\n Solution,Research contribution by Jason Yosinski,https://scholar.google.com/scholar?q=Jason+Yosinski,N/A,Jason Yosinski,N/A
Plug &amp,Research contribution by Jason Yosinski,https://scholar.google.com/scholar?q=Jason+Yosinski,N/A,Jason Yosinski,N/A
Play Generative Networks: Conditional Iterative Generation of Images in Latent Space,Research contribution by Jason Yosinski,https://scholar.google.com/scholar?q=Jason+Yosinski,N/A,Jason Yosinski,N/A
SimVLM: Simple Visual Language Model Pretraining with Weak Supervision,Research contribution by Yulia Tsvetkov,https://scholar.google.com/scholar?q=Yulia+Tsvetkov,N/A,Yulia Tsvetkov,University of Washington
Measuring Bias in Contextualized Word Representations,Research contribution by Yulia Tsvetkov,https://scholar.google.com/scholar?q=Yulia+Tsvetkov,N/A,Yulia Tsvetkov,University of Washington
Massively Multilingual Word Embeddings,Research contribution by Yulia Tsvetkov,https://scholar.google.com/scholar?q=Yulia+Tsvetkov,N/A,Yulia Tsvetkov,University of Washington
Metaphor Detection with Cross-Lingual Model Transfer,Research contribution by Yulia Tsvetkov,https://scholar.google.com/scholar?q=Yulia+Tsvetkov,N/A,Yulia Tsvetkov,University of Washington
Sparse Overcomplete Word Vector Representations,Research contribution by Yulia Tsvetkov,https://scholar.google.com/scholar?q=Yulia+Tsvetkov,N/A,Yulia Tsvetkov,University of Washington
Llama 2: Open Foundation and Fine-Tuned Chat Models,Research contribution by Angela Fan,https://scholar.google.com/citations?user=TLZR9zgAAAAJ,N/A,Angela Fan,Netherlands Comprehensive Cancer Organisation
"fairseq: A Fast, Extensible Toolkit for Sequence Modeling",Research contribution by Angela Fan,https://scholar.google.com/citations?user=TLZR9zgAAAAJ,N/A,Angela Fan,Netherlands Comprehensive Cancer Organisation
Language Modeling with Gated Convolutional Networks,Research contribution by Angela Fan,https://scholar.google.com/citations?user=TLZR9zgAAAAJ,N/A,Angela Fan,Netherlands Comprehensive Cancer Organisation
Helping Cancer Patients to Choose the Best Treatment: Towards Automated Data-Driven and Personalized Information Presentation of Cancer Treatment Options,Research contribution by Angela Fan,https://scholar.google.com/citations?user=TLZR9zgAAAAJ,N/A,Angela Fan,Netherlands Comprehensive Cancer Organisation
Optimized sgRNA design to maximize activity and minimize off-target effects of CRISPR-Cas9,Research contribution by Jennifer Listgarten,https://scholar.google.com/scholar?q=Jennifer+Listgarten,N/A,Jennifer Listgarten,International Computer Science Institute
FaST linear mixed models for genome-wide association studies,Research contribution by Jennifer Listgarten,https://scholar.google.com/scholar?q=Jennifer+Listgarten,N/A,Jennifer Listgarten,International Computer Science Institute
Rethinking drug design in the artificial intelligence era,Research contribution by Jennifer Listgarten,https://scholar.google.com/scholar?q=Jennifer+Listgarten,N/A,Jennifer Listgarten,International Computer Science Institute
Improved linear mixed models for genome-wide association studies,Research contribution by Jennifer Listgarten,https://scholar.google.com/scholar?q=Jennifer+Listgarten,N/A,Jennifer Listgarten,International Computer Science Institute
Prediction of off-target activities for the end-to-end design of CRISPR guide RNAs,Research contribution by Jennifer Listgarten,https://scholar.google.com/scholar?q=Jennifer+Listgarten,N/A,Jennifer Listgarten,International Computer Science Institute
Numerical Linear Algebra,Research contribution by David Bau,https://scholar.google.com/citations?user=CYI6cKgAAAAJ,N/A,David Bau,Northeastern University
Understanding the role of individual units in a deep neural network,Research contribution by David Bau,https://scholar.google.com/citations?user=CYI6cKgAAAAJ,N/A,David Bau,Northeastern University
Interpreting Deep Visual Representations via Network Dissection,Research contribution by David Bau,https://scholar.google.com/citations?user=CYI6cKgAAAAJ,N/A,David Bau,Northeastern University
Learnable programming,Research contribution by David Bau,https://scholar.google.com/citations?user=CYI6cKgAAAAJ,N/A,David Bau,Northeastern University
Explaining Explanations: An Overview of Interpretability of Machine Learning,Research contribution by David Bau,https://scholar.google.com/citations?user=CYI6cKgAAAAJ,N/A,David Bau,Northeastern University
Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic\n Forecasting,Research contribution by Rose Yu,https://scholar.google.com/scholar?q=Rose+Yu,N/A,Rose Yu,"University of California, San Diego"
Physics-informed machine learning: case studies for weather and climate modelling,Research contribution by Rose Yu,https://scholar.google.com/scholar?q=Rose+Yu,N/A,Rose Yu,"University of California, San Diego"
Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,Research contribution by Rose Yu,https://scholar.google.com/scholar?q=Rose+Yu,N/A,Rose Yu,"University of California, San Diego"
Deep Learning: A Generic Approach for Extreme Condition Traffic Forecasting,Research contribution by Rose Yu,https://scholar.google.com/scholar?q=Rose+Yu,N/A,Rose Yu,"University of California, San Diego"
Evaluation of individual and ensemble probabilistic forecasts of COVID-19 mortality in the United States,Research contribution by Rose Yu,https://scholar.google.com/scholar?q=Rose+Yu,N/A,Rose Yu,"University of California, San Diego"
The State of Sparsity in Deep Neural Networks,Research contribution by Sara Hooker,https://scholar.google.com/citations?user=J9YCc2sAAAAJ,N/A,Sara Hooker,Coherent (United States)
The (Un)reliability of Saliency Methods,Research contribution by Sara Hooker,https://scholar.google.com/citations?user=J9YCc2sAAAAJ,N/A,Sara Hooker,Coherent (United States)
A Benchmark for Interpretability Methods in Deep Neural Networks,Research contribution by Sara Hooker,https://scholar.google.com/citations?user=J9YCc2sAAAAJ,N/A,Sara Hooker,Coherent (United States)
Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable Claims,Research contribution by Sara Hooker,https://scholar.google.com/citations?user=J9YCc2sAAAAJ,N/A,Sara Hooker,Coherent (United States)
Electromagnetic Interference (EMI) Shielding of Single-Walled Carbon Nanotube Epoxy Composites,Research contribution by Fei-Fei Li,https://scholar.google.com/scholar?q=Fei-Fei+Li,N/A,Fei-Fei Li,Shanghai University
Reflection and absorption contributions to the electromagnetic interference shielding of single-walled carbon nanotube/polyurethane composites,Research contribution by Fei-Fei Li,https://scholar.google.com/scholar?q=Fei-Fei+Li,N/A,Fei-Fei Li,Shanghai University
The influence of single-walled carbon nanotube structure on the electromagnetic interference shielding efficiency of its epoxy composites,Research contribution by Fei-Fei Li,https://scholar.google.com/scholar?q=Fei-Fei+Li,N/A,Fei-Fei Li,Shanghai University
Microwave Absorption of Single-Walled Carbon Nanotubes/Soluble Cross-Linked Polyurethane Composites,Research contribution by Fei-Fei Li,https://scholar.google.com/scholar?q=Fei-Fei+Li,N/A,Fei-Fei Li,Shanghai University
Bulk–disclination correspondence in topological crystalline insulators,Research contribution by Fei-Fei Li,https://scholar.google.com/scholar?q=Fei-Fei+Li,N/A,Fei-Fei Li,Shanghai University
Data-Efficient Image Recognition with Contrastive Predictive Coding,Research contribution by Aravind Srinivas,https://scholar.google.com/citations?user=GhrKC1gAAAAJ,N/A,Aravind Srinivas,Google (United States)
Decision Transformer: Reinforcement Learning via Sequence Modeling,Research contribution by Aravind Srinivas,https://scholar.google.com/citations?user=GhrKC1gAAAAJ,N/A,Aravind Srinivas,Google (United States)
CURL: Contrastive Unsupervised Representations for Reinforcement\n Learning,Research contribution by Aravind Srinivas,https://scholar.google.com/citations?user=GhrKC1gAAAAJ,N/A,Aravind Srinivas,Google (United States)
Reinforcement Learning with Augmented Data,Research contribution by Aravind Srinivas,https://scholar.google.com/citations?user=GhrKC1gAAAAJ,N/A,Aravind Srinivas,Google (United States)
CURL: Contrastive Unsupervised Representations for Reinforcement Learning,Research contribution by Aravind Srinivas,https://scholar.google.com/citations?user=GhrKC1gAAAAJ,N/A,Aravind Srinivas,Google (United States)
Causal inference and the data-fusion problem,Research contribution by Elias Bareinboim,https://scholar.google.com/citations?user=r5U-D7YAAAAJ,N/A,Elias Bareinboim,Columbia University
A General Algorithm for Deciding Transportability of Experimental Results,Research contribution by Elias Bareinboim,https://scholar.google.com/citations?user=r5U-D7YAAAAJ,N/A,Elias Bareinboim,Columbia University
Fairness in Decision-Making — The Causal Explanation Formula,Research contribution by Elias Bareinboim,https://scholar.google.com/citations?user=r5U-D7YAAAAJ,N/A,Elias Bareinboim,Columbia University
Transportability of Causal and Statistical Relations: A Formal Approach,Research contribution by Elias Bareinboim,https://scholar.google.com/citations?user=r5U-D7YAAAAJ,N/A,Elias Bareinboim,Columbia University
On Pearl’s Hierarchy and the Foundations of Causal Inference,Research contribution by Elias Bareinboim,https://scholar.google.com/citations?user=r5U-D7YAAAAJ,N/A,Elias Bareinboim,Columbia University
Jupyter Notebooks &amp,Research contribution by Jessica Hamrick,https://scholar.google.com/citations?user=2ylcZSsAAAAJ,N/A,Jessica Hamrick,Google DeepMind
ndash,Research contribution by Jessica Hamrick,https://scholar.google.com/citations?user=2ylcZSsAAAAJ,N/A,Jessica Hamrick,Google DeepMind
a publishing format for reproducible computational workflows,Research contribution by Jessica Hamrick,https://scholar.google.com/citations?user=2ylcZSsAAAAJ,N/A,Jessica Hamrick,Google DeepMind
"Relational inductive biases, deep learning, and graph networks",Research contribution by Jessica Hamrick,https://scholar.google.com/citations?user=2ylcZSsAAAAJ,N/A,Jessica Hamrick,Google DeepMind
Simulation as an engine of physical scene understanding,Research contribution by Jessica Hamrick,https://scholar.google.com/citations?user=2ylcZSsAAAAJ,N/A,Jessica Hamrick,Google DeepMind
psiTurk: An open-source framework for conducting replicable behavioral experiments online,Research contribution by Jessica Hamrick,https://scholar.google.com/citations?user=2ylcZSsAAAAJ,N/A,Jessica Hamrick,Google DeepMind
Inferring mass in complex scenes by mental simulation,Research contribution by Jessica Hamrick,https://scholar.google.com/citations?user=2ylcZSsAAAAJ,N/A,Jessica Hamrick,Google DeepMind
Fully Automated Echocardiogram Interpretation in Clinical Practice,Research contribution by Pulkit Agrawal,https://scholar.google.com/scholar?q=Pulkit+Agrawal,N/A,Pulkit Agrawal,N/A
Curiosity-Driven Exploration by Self-Supervised Prediction,Research contribution by Pulkit Agrawal,https://scholar.google.com/scholar?q=Pulkit+Agrawal,N/A,Pulkit Agrawal,N/A
Learning to See by Moving,Research contribution by Pulkit Agrawal,https://scholar.google.com/scholar?q=Pulkit+Agrawal,N/A,Pulkit Agrawal,N/A
Analyzing the Performance of Multilayer Neural Networks for Object Recognition,Research contribution by Pulkit Agrawal,https://scholar.google.com/scholar?q=Pulkit+Agrawal,N/A,Pulkit Agrawal,N/A
What makes ImageNet good for transfer learning?,Research contribution by Pulkit Agrawal,https://scholar.google.com/scholar?q=Pulkit+Agrawal,N/A,Pulkit Agrawal,N/A
"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",Research contribution by Karol Hausman,https://scholar.google.com/scholar?q=Karol+Hausman,N/A,Karol Hausman,N/A
Code as Policies: Language Model Programs for Embodied Control,Research contribution by Karol Hausman,https://scholar.google.com/scholar?q=Karol+Hausman,N/A,Karol Hausman,N/A
RT-1: Robotics Transformer for Real-World Control at Scale,Research contribution by Karol Hausman,https://scholar.google.com/scholar?q=Karol+Hausman,N/A,Karol Hausman,N/A
PaLM-E: An Embodied Multimodal Language Model,Research contribution by Karol Hausman,https://scholar.google.com/scholar?q=Karol+Hausman,N/A,Karol Hausman,N/A
Meta-World: A Benchmark and Evaluation for Multi-Task and Meta Reinforcement Learning,Research contribution by Karol Hausman,https://scholar.google.com/scholar?q=Karol+Hausman,N/A,Karol Hausman,N/A
"The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks",Research contribution by Jonathan Frankle,https://scholar.google.com/citations?user=MlLJapIAAAAJ,N/A,Jonathan Frankle,N/A
"The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks.",Research contribution by Jonathan Frankle,https://scholar.google.com/citations?user=MlLJapIAAAAJ,N/A,Jonathan Frankle,N/A
Comparing Rewinding and Fine-tuning in Neural Network Pruning,Research contribution by Jonathan Frankle,https://scholar.google.com/citations?user=MlLJapIAAAAJ,N/A,Jonathan Frankle,N/A
Stabilizing the Lottery Ticket Hypothesis,Research contribution by Jonathan Frankle,https://scholar.google.com/citations?user=MlLJapIAAAAJ,N/A,Jonathan Frankle,N/A
The Lottery Ticket Hypothesis: Training Pruned Neural Networks.,Research contribution by Jonathan Frankle,https://scholar.google.com/citations?user=MlLJapIAAAAJ,N/A,Jonathan Frankle,N/A
Learning the Statistics of People in Images and Video,Research contribution by Michael J Black,https://scholar.google.com/citations?user=6NjbexEAAAAJ,N/A,Michael J Black,Max Planck Institute for Intelligent Systems
Explaining human multiple object tracking as resource-constrained approximate inference in a dynamic probabilistic model,Research contribution by Michael J Black,https://scholar.google.com/citations?user=6NjbexEAAAAJ,N/A,Michael J Black,Max Planck Institute for Intelligent Systems
Predicting 3D People from 2D Pictures,Research contribution by Michael J Black,https://scholar.google.com/citations?user=6NjbexEAAAAJ,N/A,Michael J Black,Max Planck Institute for Intelligent Systems
A Bayesian Framework for Cross-Situational Word-Learning,Research contribution by Michael J Black,https://scholar.google.com/citations?user=6NjbexEAAAAJ,N/A,Michael J Black,Max Planck Institute for Intelligent Systems
WHAM: Reconstructing World-Grounded Humans with Accurate 3D Motion,Research contribution by Michael J Black,https://scholar.google.com/citations?user=6NjbexEAAAAJ,N/A,Michael J Black,Max Planck Institute for Intelligent Systems
Supersizing self-supervision: Learning to grasp from 50K tries and 700 robot hours,Research contribution by Lerrel Pinto,https://scholar.google.com/scholar?q=Lerrel+Pinto,N/A,Lerrel Pinto,N/A
Robust Adversarial Reinforcement Learning,Research contribution by Lerrel Pinto,https://scholar.google.com/scholar?q=Lerrel+Pinto,N/A,Lerrel Pinto,N/A
Learning to fly by crashing,Research contribution by Lerrel Pinto,https://scholar.google.com/scholar?q=Lerrel+Pinto,N/A,Lerrel Pinto,N/A
Reinforcement Learning with Augmented Data,Research contribution by Lerrel Pinto,https://scholar.google.com/scholar?q=Lerrel+Pinto,N/A,Lerrel Pinto,N/A
Learning to Manipulate Deformable Objects without Demonstrations,Research contribution by Lerrel Pinto,https://scholar.google.com/scholar?q=Lerrel+Pinto,N/A,Lerrel Pinto,N/A
"Power, Programmability, and Granularity: The Challenges of ExaScale Computing",Research contribution by Bill Dally,https://scholar.google.com/citations?user=YZHj-Y4AAAAJ,N/A,Bill Dally,Nvidia (United Kingdom)
Efficient methods and hardware for deep learning,Research contribution by Bill Dally,https://scholar.google.com/citations?user=YZHj-Y4AAAAJ,N/A,Bill Dally,Nvidia (United Kingdom)
A Delay Metric for Video Object Detection: What Average Precision Fails to Tell,Research contribution by Bill Dally,https://scholar.google.com/citations?user=YZHj-Y4AAAAJ,N/A,Bill Dally,Nvidia (United Kingdom)
Deep compression and EIE: Efficient inference engine on compressed deep neural network,Research contribution by Bill Dally,https://scholar.google.com/citations?user=YZHj-Y4AAAAJ,N/A,Bill Dally,Nvidia (United Kingdom)
FPGAs versus GPUs in Data centers,Research contribution by Bill Dally,https://scholar.google.com/citations?user=YZHj-Y4AAAAJ,N/A,Bill Dally,Nvidia (United Kingdom)
Learning dexterous in-hand manipulation,Research contribution by Lilian Weng,https://scholar.google.com/scholar?q=Lilian+Weng,N/A,Lilian Weng,Dropbox Inc.
Solving Rubik's Cube with a Robot Hand,Research contribution by Lilian Weng,https://scholar.google.com/scholar?q=Lilian+Weng,N/A,Lilian Weng,Dropbox Inc.
Exploration in deep reinforcement learning: A survey,Research contribution by Lilian Weng,https://scholar.google.com/scholar?q=Lilian+Weng,N/A,Lilian Weng,Dropbox Inc.
Predicting Successful Memes Using Network and Community Structure,Research contribution by Lilian Weng,https://scholar.google.com/scholar?q=Lilian+Weng,N/A,Lilian Weng,Dropbox Inc.
Text and Code Embeddings by Contrastive Pre-Training,Research contribution by Lilian Weng,https://scholar.google.com/scholar?q=Lilian+Weng,N/A,Lilian Weng,Dropbox Inc.
Junior: The Stanford entry in the Urban Challenge,Research contribution by Anthony Levandowski,https://scholar.google.com/scholar?q=Anthony+Levandowski,N/A,Anthony Levandowski,Stanford University
Trajectory tracking and balance stabilization control of autonomous motorcycles,Research contribution by Anthony Levandowski,https://scholar.google.com/scholar?q=Anthony+Levandowski,N/A,Anthony Levandowski,Stanford University
Collaborative teleoperation using networked spatial dynamic voting,Research contribution by Anthony Levandowski,https://scholar.google.com/scholar?q=Anthony+Levandowski,N/A,Anthony Levandowski,Stanford University
"Collaborative online teleoperation with spatial dynamic voting and a human ""Tele-Actor""",Research contribution by Anthony Levandowski,https://scholar.google.com/scholar?q=Anthony+Levandowski,N/A,Anthony Levandowski,Stanford University
Streaming submodular maximization,Research contribution by Amin Karbasi,https://scholar.google.com/scholar?q=Amin+Karbasi,N/A,Amin Karbasi,N/A
There is no single functional atlas even for a single individual: Functional parcel definitions change with task,Research contribution by Amin Karbasi,https://scholar.google.com/scholar?q=Amin+Karbasi,N/A,Amin Karbasi,N/A
Distributed Submodular Maximization: Identifying Representative Elements in Massive Data,Research contribution by Amin Karbasi,https://scholar.google.com/scholar?q=Amin+Karbasi,N/A,Amin Karbasi,N/A
Lazier Than Lazy Greedy,Research contribution by Amin Karbasi,https://scholar.google.com/scholar?q=Amin+Karbasi,N/A,Amin Karbasi,N/A
Graph-Constrained Group Testing,Research contribution by Amin Karbasi,https://scholar.google.com/scholar?q=Amin+Karbasi,N/A,Amin Karbasi,N/A
MYSTIQ,Research contribution by Chris Ré,https://scholar.google.com/citations?user=DnnCWN0AAAAJ,N/A,Chris Ré,Stanford University
Snorkel DryBell,Research contribution by Chris Ré,https://scholar.google.com/citations?user=DnnCWN0AAAAJ,N/A,Chris Ré,Stanford University
Snorkel,Research contribution by Chris Ré,https://scholar.google.com/citations?user=DnnCWN0AAAAJ,N/A,Chris Ré,Stanford University
CYCLADES: Conflict-free Asynchronous Machine Learning,Research contribution by Chris Ré,https://scholar.google.com/citations?user=DnnCWN0AAAAJ,N/A,Chris Ré,Stanford University
Extracting chemical reactions from text using Snorkel,Research contribution by Chris Ré,https://scholar.google.com/citations?user=DnnCWN0AAAAJ,N/A,Chris Ré,Stanford University
Fuzzy power flow solutions with reactive limits and multiple uncertainties,Research contribution by Vijay Pande,https://scholar.google.com/citations?user=cWe_xpUAAAAJ,N/A,Vijay Pande,Institute for Management of Innovation and Technology
A technique for load-shedding based on voltage stability consideration,Research contribution by Vijay Pande,https://scholar.google.com/citations?user=cWe_xpUAAAAJ,N/A,Vijay Pande,Institute for Management of Innovation and Technology
Discrete sliding mode control strategy for direct real and reactive power regulation of wind driven DFIG,Research contribution by Vijay Pande,https://scholar.google.com/citations?user=cWe_xpUAAAAJ,N/A,Vijay Pande,Institute for Management of Innovation and Technology
Optimal hourly scheduling of distributed generation and capacitors for minimisation of energy loss and reduction in capacitors switching operations,Research contribution by Vijay Pande,https://scholar.google.com/citations?user=cWe_xpUAAAAJ,N/A,Vijay Pande,Institute for Management of Innovation and Technology
Design of novel optimal complex-order controllers for systems with fractional-order dynamics,Research contribution by Vijay Pande,https://scholar.google.com/citations?user=cWe_xpUAAAAJ,N/A,Vijay Pande,Institute for Management of Innovation and Technology
"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",Research contribution by Thomas Wolf,https://scholar.google.com/scholar?q=Thomas+Wolf,N/A,Thomas Wolf,California Institute of Technology
HuggingFace's Transformers: State-of-the-art Natural Language Processing,Research contribution by Thomas Wolf,https://scholar.google.com/scholar?q=Thomas+Wolf,N/A,Thomas Wolf,California Institute of Technology
Multitask Prompted Training Enables Zero-Shot Task Generalization,Research contribution by Thomas Wolf,https://scholar.google.com/scholar?q=Thomas+Wolf,N/A,Thomas Wolf,California Institute of Technology
Datasets: A Community Library for Natural Language Processing,Research contribution by Thomas Wolf,https://scholar.google.com/scholar?q=Thomas+Wolf,N/A,Thomas Wolf,California Institute of Technology
TransferTransfo: A Transfer Learning Approach for Neural Network Based Conversational Agents,Research contribution by Thomas Wolf,https://scholar.google.com/scholar?q=Thomas+Wolf,N/A,Thomas Wolf,California Institute of Technology
Accurate indoor localization with zero start-up cost,Research contribution by Stephanie Gil,https://scholar.google.com/scholar?q=Stephanie+Gil,N/A,Stephanie Gil,Harvard University
Correcting robot mistakes in real time using EEG signals,Research contribution by Stephanie Gil,https://scholar.google.com/scholar?q=Stephanie+Gil,N/A,Stephanie Gil,Harvard University
Guaranteeing spoof-resilient multi-robot networks,Research contribution by Stephanie Gil,https://scholar.google.com/scholar?q=Stephanie+Gil,N/A,Stephanie Gil,Harvard University
CarSpeak,Research contribution by Stephanie Gil,https://scholar.google.com/scholar?q=Stephanie+Gil,N/A,Stephanie Gil,Harvard University
Detecting Unseen Visual Relations Using Analogies,Research contribution by Cordelia Schmid,https://scholar.google.com/citations?user=IvqCXP4AAAAJ,N/A,Cordelia Schmid,Centre National de la Recherche Scientifique
Learning Correlation Structures for Vision Transformers,Research contribution by Cordelia Schmid,https://scholar.google.com/citations?user=IvqCXP4AAAAJ,N/A,Cordelia Schmid,Centre National de la Recherche Scientifique
Dense Optical Tracking: Connecting the Dots,Research contribution by Cordelia Schmid,https://scholar.google.com/citations?user=IvqCXP4AAAAJ,N/A,Cordelia Schmid,Centre National de la Recherche Scientifique
SUGAR : Pre-training 3D Visual Representations for Robotics,Research contribution by Cordelia Schmid,https://scholar.google.com/citations?user=IvqCXP4AAAAJ,N/A,Cordelia Schmid,Centre National de la Recherche Scientifique
A Generative Approach for Wikipedia-Scale Visual Entity Recognition,Research contribution by Cordelia Schmid,https://scholar.google.com/citations?user=IvqCXP4AAAAJ,N/A,Cordelia Schmid,Centre National de la Recherche Scientifique
Universal Dependencies 2.0 – CoNLL 2017 Shared Task Development and Test Data,Research contribution by Sam Bowman,https://scholar.google.com/citations?user=kV9XRxYAAAAJ,N/A,Sam Bowman,Institut national de recherche en informatique et en automatique
Proceedings of SustaiNLP: Workshop on Simple and Efficient Natural Language Processing,Research contribution by Sam Bowman,https://scholar.google.com/citations?user=kV9XRxYAAAAJ,N/A,Sam Bowman,Institut national de recherche en informatique et en automatique
