Name,Description,X,Avatar,Topics,Works at,Role,Papers
Michael J Black,Michael J at Max Planck Institute for Intelligent Systems,https://x.com/Michael_J_Black,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Michael_J_Black_Copyright_MPI-IS.jpg/330px-Michael_J_Black_Copyright_MPI-IS.jpg,Computer Vision; Artificial Intelligence; Computer Science; Machine Learning,Max Planck Institute for Intelligent Systems,Michael J,Learning the Statistics of People in Images and Video; Explaining human multiple object tracking as resource-constrained approximate inference in a dynamic probabilistic model; Predicting 3D People from 2D Pictures; A Bayesian Framework for Cross-Situational Word-Learning; WHAM: Reconstructing World-Grounded Humans with Accurate 3D Motion
Lerrel Pinto,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Lerrel%20Pinto&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Robotics; Machine Learning,Independent,Researcher,Supersizing self-supervision: Learning to grasp from 50K tries and 700 robot hours; Robust Adversarial Reinforcement Learning; Learning to fly by crashing; Reinforcement Learning with Augmented Data; Learning to Manipulate Deformable Objects without Demonstrations
Bill Dally,Computer Scientist at Nvidia (United Kingdom),,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/William_Dally%2C_PCAST_Member_%28cropped%29.jpg/330px-William_Dally%2C_PCAST_Member_%28cropped%29.jpg,Computer Science,Nvidia (United Kingdom),Computer Scientist,"Power, Programmability, and Granularity: The Challenges of ExaScale Computing; Efficient methods and hardware for deep learning; A Delay Metric for Video Object Detection: What Average Precision Fails to Tell; Deep compression and EIE: Efficient inference engine on compressed deep neural network; FPGAs versus GPUs in Data centers"
Lilian Weng,Computer Scientist at Dropbox Inc.,,https://api.dicebear.com/9.x/initials/svg?seed=Lilian%20Weng&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Dropbox Inc.,Computer Scientist,Learning dexterous in-hand manipulation; Solving Rubik's Cube with a Robot Hand; Exploration in deep reinforcement learning: A survey; Predicting Successful Memes Using Network and Community Structure; Text and Code Embeddings by Contrastive Pre-Training
Anthony Levandowski,French-American self-driving car engineer at Stanford University,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Anthony_Levandowski_Headshot.jpg/330px-Anthony_Levandowski_Headshot.jpg,Artificial Intelligence; Computer Science; Robotics,Stanford University,French-American self-driving car engineer,"Junior: The Stanford entry in the Urban Challenge; Junior: The Stanford Entry in the Urban Challenge; Trajectory tracking and balance stabilization control of autonomous motorcycles; Collaborative teleoperation using networked spatial dynamic voting; Collaborative online teleoperation with spatial dynamic voting and a human ""Tele-Actor"""
Amin Karbasi,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Amin%20Karbasi&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Independent,Researcher,Streaming submodular maximization; There is no single functional atlas even for a single individual: Functional parcel definitions change with task; Distributed Submodular Maximization: Identifying Representative Elements in Massive Data; Lazier Than Lazy Greedy; Graph-Constrained Group Testing
Chris Ré,Computer Scientist at Stanford University,https://x.com/HazyResearch,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/160906-N-PO203-244_%2829394494722%29.jpg/330px-160906-N-PO203-244_%2829394494722%29.jpg,Artificial Intelligence; Computer Science; Machine Learning,Stanford University,Computer Scientist,MYSTIQ; Snorkel DryBell; Snorkel; CYCLADES: Conflict-free Asynchronous Machine Learning; Extracting chemical reactions from text using Snorkel
Vijay Pande,Trinidadian–American scientist and venture capitalist at Institute for Management of Innovation and Technology,https://x.com/vijaypande,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Vijay_S._Pande.jpg/330px-Vijay_S._Pande.jpg,Artificial Intelligence; Computer Science,Institute for Management of Innovation and Technology,Trinidadian–American scientist and venture capitalist,Fuzzy power flow solutions with reactive limits and multiple uncertainties; A technique for load-shedding based on voltage stability consideration; Discrete sliding mode control strategy for direct real and reactive power regulation of wind driven DFIG; Optimal hourly scheduling of distributed generation and capacitors for minimisation of energy loss and reduction in capacitors switching operations; Design of novel optimal complex-order controllers for systems with fractional-order dynamics
Thomas Wolf,Computer Scientist at California Institute of Technology,https://x.com/Thom_wolf,https://api.dicebear.com/9.x/initials/svg?seed=Thomas%20Wolf&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,California Institute of Technology,Computer Scientist,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter; HuggingFace's Transformers: State-of-the-art Natural Language Processing; Multitask Prompted Training Enables Zero-Shot Task Generalization; Datasets: A Community Library for Natural Language Processing; TransferTransfo: A Transfer Learning Approach for Neural Network Based Conversational Agents"
Stephanie Gil,AI Researcher,https://x.com/stephaniegilok,https://api.dicebear.com/9.x/initials/svg?seed=Stephanie%20Gil&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Robotics,Harvard University,Researcher,Accurate indoor localization with zero start-up cost; Correcting robot mistakes in real time using EEG signals; Guaranteeing spoof-resilient multi-robot networks; CarSpeak
Cordelia Schmid,Computer Scientist at Centre National de la Recherche Scientifique,https://x.com/CordeliaSchmid,https://api.dicebear.com/9.x/initials/svg?seed=Cordelia%20Schmid&fontWeight=700&radius=16,Computer Vision; Natural Language Processing; Artificial Intelligence; Computer Science,Centre National de la Recherche Scientifique,Computer Scientist,Detecting Unseen Visual Relations Using Analogies; Learning Correlation Structures for Vision Transformers; Dense Optical Tracking: Connecting the Dots; SUGAR : Pre-training 3D Visual Representations for Robotics; A Generative Approach for Wikipedia-Scale Visual Entity Recognition
Sam Bowman,Computer Scientist at Institut national de recherche en informatique et en automatique,https://x.com/sleepinyourhat,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Scottybowman-2006awards.jpg/330px-Scottybowman-2006awards.jpg,Natural Language Processing; Artificial Intelligence; Computer Science,Institut national de recherche en informatique et en automatique,Computer Scientist,Universal Dependencies 2.0 – CoNLL 2017 Shared Task Development and Test Data; Proceedings of SustaiNLP: Workshop on Simple and Efficient Natural Language Processing; Universal Dependencies 2.7; Speech Recognition with Segmental Conditional Random Fields: Final Report from the 2010 JHU Summer Workshop; Modeling pronunciation variation with context-dependent articulatory feature decision trees
Sham Kakade,Computer Scientist at University of Washington,https://x.com/ShamKakade6,https://api.dicebear.com/9.x/initials/svg?seed=Sham%20Kakade&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,University of Washington,Computer Scientist,PACT: Privacy Sensitive Protocols and Mechanisms for Mobile Contact Tracing; Outpacing the Virus: Digital Response to Containing the Spread of COVID-19 while Mitigating Privacy Risks; Anytime Pretraining: Horizon-Free Learning-Rate Schedules with Weight Averaging
Nikolai Matni,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Nikolai%20Matni&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,California University of Pennsylvania,Researcher,On the Sample Complexity of the Linear Quadratic Regulator; System level synthesis; Regret Bounds for Robust Adaptive Control of the Linear Quadratic\n Regulator; A System-Level Approach to Controller Synthesis
Sam Altman,American businessman and entrepreneur who has served as the ... at Y Combinator,https://x.com/sama,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped%29.jpg/330px-Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped%29.jpg,Artificial Intelligence,Y Combinator,American businessman and entrepreneur who has served as the ...,
Eric Topol,American cardiologist at Scripps Research Institute,https://x.com/EricTopol,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Eric_Topol_in_2026_A.jpg/330px-Eric_Topol_in_2026_A.jpg,Computer Science; Machine Learning,Scripps Research Institute,American cardiologist,MIRIAD: Augmenting LLMs with millions of medical query-response pairs; The AI Productivity Index (APEX)
Percival Matthews,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Percival%20Matthews&fontWeight=700&radius=16,Computer Science,University of Wisconsin–Madison,Researcher,"Assessing knowledge of mathematical equivalence: A construct-modeling approach.; Individual Differences in Nonsymbolic Ratio Processing Predict Symbolic Math Performance; In pursuit of knowledge: Comparing self-explanations, concepts, and procedures as pedagogical tools; Measure for Measure: What Combining Diverse Measures Reveals About Children's Understanding of the Equal Sign as an Indicator of Mathematical Equality; A specific misconception of the equal sign acts as a barrier to children's learning of early algebra"
Aaron Defazio,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Aaron%20Defazio&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Independent,Researcher,SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly Convex Composite Objectives; fastMRI: An Open Dataset and Benchmarks for Accelerated MRI; SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly\n Convex Composite Objectives; fastMRI: A Publicly Available Raw k-Space and DICOM Dataset of Knee Images for Accelerated MR Image Reconstruction Using Machine Learning; Advancing machine learning for MR image reconstruction with an open competition: Overview of the 2019 fastMRI challenge
Rohin Shah,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Rohin%20Shah&fontWeight=700&radius=16,Artificial Intelligence; Computer Science; Machine Learning,Google DeepMind,Researcher,On the Utility of Learning about Humans for Human-AI Coordination; Chlorophyll; Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2; Preferences Implicit in the State of the World
Ramin Hasani,AI Researcher,https://x.com/ramin_m_h,https://api.dicebear.com/9.x/initials/svg?seed=Ramin%20Hasani&fontWeight=700&radius=16,Artificial Neural Networks; Computer Science; Artificial Intelligence; Machine Learning,Independent,Researcher,Neural circuit policies enabling auditable autonomy; Liquid Time-constant Networks; Closed-form continuous-time neural networks; OpenWorm: overview and recent advances in integrative biological simulation of <i>Caenorhabditis elegans</i>; BarrierNet: Differentiable Control Barrier Functions for Learning of Safe Robot Control
Luca Soldaini,AI Researcher,https://x.com/soldni,https://api.dicebear.com/9.x/initials/svg?seed=Luca%20Soldaini&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Allen Institute,Researcher,SMHD: A Large-Scale Resource for Exploring Online Language Usage for\n Multiple Mental Health Conditions; The Semantic Scholar Open Data Platform; Queer In AI: A Case Study in Community-Led Participatory AI; One-Shot Labeling for Automatic Relevance Estimation; OLMo: Accelerating the Science of Language Models
Arya McCarthy,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Arya%20McCarthy&fontWeight=700&radius=16,Natural Language Processing; Artificial Intelligence; Computer Science,Independent,Researcher,UniMorph 2.0: Universal Morphology; The; Freezing Subnetworks to Analyze Domain Adaptation in Neural Machine Translation; Meaning to Form: Measuring Systematicity as Information; The CoNLL--SIGMORPHON 2018 Shared Task: Universal Morphological Reinflection
Robert Nishihara,Computer Scientist,https://x.com/robertnishihara,https://api.dicebear.com/9.x/initials/svg?seed=Robert%20Nishihara&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Independent,Computer Scientist,Tune: A Research Platform for Distributed Model Selection and Training; RLlib: Abstractions for Distributed Reinforcement Learning; Ray: A Distributed Framework for Emerging AI Applications; A General Analysis of the Convergence of ADMM
Victor Zavala,Guatemalan Field Marshal who participated in the wars of Raf... at University of Wisconsin–Madison,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Mariscalzavala_2014-07-01_20-32.jpg/330px-Mariscalzavala_2014-07-01_20-32.jpg,Theoretical Computer Science; Artificial Intelligence; Computer Science,University of Wisconsin–Madison,Guatemalan Field Marshal who participated in the wars of Raf...,Quantifying the environmental benefits of a solvent-based separation process for multilayer plastic films; Uncertainty quantification for molecular property predictions with graph neural architecture search; From automated to autonomous process operations; Optimal Design of Food Packaging Considering Waste Management Technologies to Achieve Circular Economy; Screening Green Solvents for Multilayer Plastic Films Separation
Josh Tobias,American comic book artist at Massachusetts Institute of Technology,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/John_Tobias.jpg/330px-John_Tobias.jpg,Computer Science,Massachusetts Institute of Technology,American comic book artist,"What Twitter Will and Will Not Do: Theorizing About Teachers’ Online Professional Communities; “A Lifelong Classroom”: Social Studies Educators’ Engagement with Professional Learning Networks on Twitter; State Civic Education Requirements. CIRCLE Fact Sheet.; Exploring the dimensionality of self-perceived performance assessment literacy (PAL); ""Yeah, I know this"": Student Experiences in a Blended MicroMasters Program"
Samory Kpotufe,Computer Scientist at Columbia University,,https://api.dicebear.com/9.x/initials/svg?seed=Samory%20Kpotufe&fontWeight=700&radius=16,Artificial Intelligence; Computer Science,Columbia University,Computer Scientist,Which Spatial Partition Trees are Adaptive to Intrinsic Dimension?; k-NN Regression Adapts to Local Intrinsic Dimension; Consistent Procedures for Cluster Tree Estimation and Pruning; A different approach to sensor networking for shm: Remote powering and interrogation with unmanned aerial vehicles; An Efficient One-Class SVM for Anomaly Detection in the Internet of Things
Kristin Bergman,list of characters that have appeared or been mentioned on t... at NC Department of Health and Human Services,,https://api.dicebear.com/9.x/initials/svg?seed=Kristin%20Bergman&fontWeight=700&radius=16,Computer Science,NC Department of Health and Human Services,list of characters that have appeared or been mentioned on t...,Cyborgs in the Courtroom: The Use of Google Glass Recordings in Litigation; A Target to the Heart of the First Amendment: Government Endorsement of Responsible Disclosure as Unconstitutional
Victor Botev,Bulgarian revolutionary and poet at Institute for Nuclear Research and Nuclear Energy,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Hristo-Botev-circa-1875.jpg/330px-Hristo-Botev-circa-1875.jpg,Natural Language Processing; Artificial Intelligence; Machine Learning,Institute for Nuclear Research and Nuclear Energy,Bulgarian revolutionary and poet,Leveraging knowledge graphs to update scientific word embeddings using latent semantic imputation; ConSens: Assessing Context Grounding in Open-Book Question Answering; Evaluating Embedding Frameworks for Scientific Domain
Xue Bin Peng,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Xue%20Bin%20Peng&fontWeight=700&radius=16,Reinforcement Learning; Computer Science; Artificial Intelligence; Machine Learning,Simon Fraser University,Researcher,"Advantage-Weighted Regression: Simple and Scalable Off-Policy Reinforcement Learning; Variational Discriminator Bottleneck: Improving Imitation Learning, Inverse RL, and GANs by Constraining Information Flow; Adversarial Motion Priors Make Good Substitutes for Complex Reward Functions; Learning Locomotion Skills Using DeepRL: Does the Choice of Action Space Matter?"
Katherine Kucharski,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Katherine%20Kucharski&fontWeight=700&radius=16,AI,George Washington University,Researcher,
Jonathan Vogelstein,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Jonathan%20Vogelstein&fontWeight=700&radius=16,AI,Independent,Researcher,
Rik Levine,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Rik%20Levine&fontWeight=700&radius=16,AI,Independent,Researcher,
Tamar Mitchell,AI Researcher,,https://api.dicebear.com/9.x/initials/svg?seed=Tamar%20Mitchell&fontWeight=700&radius=16,AI,Independent,Researcher,
Sven-Hendrik Haase,Open-source maintainer,,https://avatars.githubusercontent.com/u/1664?u=79d054c26a2b487173c52d342cd822884251bea7&v=4,,,Maintainer,
Aman Karmani,Open-source maintainer,,https://avatars.githubusercontent.com/u/2567?u=2d06deeb46222b8e0f6218598f806ecad70367a4&v=4,,,Maintainer,
Evan Klitzke,Open-source maintainer,,https://avatars.githubusercontent.com/u/2734?v=4,,,Maintainer,
Jeroen Van Goey,Open-source maintainer,,https://avatars.githubusercontent.com/u/59344?u=1d40159cb2b75698863f432ba8e93c1ced8a6dc8&v=4,,,Maintainer,
Joe Bowser,Open-source maintainer,,https://avatars.githubusercontent.com/u/2313?v=4,,,Maintainer,
Alex Egg,Open-source maintainer,,https://avatars.githubusercontent.com/u/1122?u=108d2188c0df58a1f8491803b87e7deb48424f04&v=4,,,Maintainer,
Alex McGuire,Open-source maintainer,,https://avatars.githubusercontent.com/u/60281?v=4,,,Maintainer,
Arfon Smith,Open-source maintainer,,https://avatars.githubusercontent.com/u/4483?u=29e26c4b299e08447e7c0fa4522482ba980a47d4&v=4,,,Maintainer,
Arthit Suriyawongkul,Open-source maintainer,,https://avatars.githubusercontent.com/u/128572?v=4,,,Maintainer,
Bazinga,Open-source maintainer,,https://avatars.githubusercontent.com/u/25435118?u=681eb96496d4d8d5d7adb9561ee6802c4757283e&v=4,,,Maintainer,
Ben Mabey,Open-source maintainer,,https://avatars.githubusercontent.com/u/1837?v=4,,,Maintainer,
Bernard Cafarelli,Open-source maintainer,,https://avatars.githubusercontent.com/u/66920?v=4,,,Maintainer,
Billy Lamberta,Open-source maintainer,,https://avatars.githubusercontent.com/u/43051?u=accaa137f0ee695eece3da19299a05ff6c6ab686&v=4,,,Maintainer,
Brian Hart,Open-source maintainer,,https://avatars.githubusercontent.com/u/474498?u=ac074080835f0bf66c3fc0807ff47e0052eb4396&v=4,,,Maintainer,
Cem,Open-source maintainer,,https://avatars.githubusercontent.com/u/362760?v=4,,,Maintainer,
Chris Van Pelt (CVP),Open-source maintainer,,https://avatars.githubusercontent.com/u/17?u=eb58939a6cdf8ab86962d4ad489dbfab9de9299c&v=4,,,Maintainer,
Claude,Open-source maintainer,,https://avatars.githubusercontent.com/u/81847?u=577eaff0520b33aadc0f9fb6d11f5cdb2dd9486e&v=4,,,Maintainer,
Cory Cornelius,Open-source maintainer,,https://avatars.githubusercontent.com/u/1328?u=d788ae42c90ac0898c3628115c3c2f84a9e1a27c&v=4,,,Maintainer,
Da Zheng,Open-source maintainer,,https://avatars.githubusercontent.com/u/70481?v=4,,,Maintainer,
Daniel Bradley,Open-source maintainer,,https://avatars.githubusercontent.com/u/331676?v=4,,,Maintainer,
Daniel Tse,Open-source maintainer,,https://avatars.githubusercontent.com/u/460730?u=4893630040acfd843a22629309d2a1d8419935b2&v=4,,,Maintainer,
Darío Hereñú,Open-source maintainer,,https://avatars.githubusercontent.com/u/32717?u=ed7080121287cb92405278d33526224c88b24d54&v=4,,,Maintainer,
David Hall,Open-source maintainer,,https://avatars.githubusercontent.com/u/9633?u=e803c9e77fd7ec99b2d709df2b20aa983d11cef8&v=4,,,Maintainer,
David Jones,Open-source maintainer,,https://avatars.githubusercontent.com/u/2478?u=9cf06208fc7fac796be0d9207aa11a8469662b93&v=4,,,Maintainer,
David Reiss,Open-source maintainer,,https://avatars.githubusercontent.com/u/4121?v=4,,,Maintainer,
Dennis Schridde,Open-source maintainer,,https://avatars.githubusercontent.com/u/63082?v=4,,,Maintainer,
Dennis Zhuang,Open-source maintainer,,https://avatars.githubusercontent.com/u/14142?u=7d27ce44060c00f6aed5566e9a475de042e166a9&v=4,,,Maintainer,
DeWitt Clinton,Open-source maintainer,,https://avatars.githubusercontent.com/u/2736?v=4,,,Maintainer,
Dmitri Iouchtchenko,Open-source maintainer,,https://avatars.githubusercontent.com/u/140823?v=4,,,Maintainer,
Edward Z. Yang,Open-source maintainer,,https://avatars.githubusercontent.com/u/13564?v=4,,,Maintainer,
Eric Berg,Open-source maintainer,,https://avatars.githubusercontent.com/u/485725?u=83d2f48ceecfca077683a80be78d5d4ce7d62bb3&v=4,,,Maintainer,
Eric Junyuan Xie,Open-source maintainer,,https://avatars.githubusercontent.com/u/568948?u=e1d82e0ff6c7206ea6000223ebfc488b94b31a9c&v=4,,,Maintainer,
Eric Platon,Open-source maintainer,,https://avatars.githubusercontent.com/u/64160?u=70f4ce62d57e62a3473d23c9738f99d0dc6794d7&v=4,,,Maintainer,
Fatih Kadir Akın,Open-source maintainer,,https://avatars.githubusercontent.com/u/196477?u=2d5bb396cb53e269ad990995ff95e02d60fd0694&v=4,,,Maintainer,
Florian Echtler,Open-source maintainer,,https://avatars.githubusercontent.com/u/90756?u=2c4731f4b208b9e63a60b134a99fd4297c86366c&v=4,,,Maintainer,
François Garillot,Open-source maintainer,,https://avatars.githubusercontent.com/u/4142?v=4,,,Maintainer,
Galen-5,Open-source maintainer,,https://avatars.githubusercontent.com/u/11419009?u=bad1675c867e096f4b0ead7ce56a05940f776e9e&v=4,,,Maintainer,
Gerhard Lazu,Open-source maintainer,,https://avatars.githubusercontent.com/u/3342?u=03dfe365f6db4bb28d7d452f6aed5502ef1b914d&v=4,,,Maintainer,
Gustavo Monti,Open-source maintainer,,https://avatars.githubusercontent.com/u/600478?v=4,,,Maintainer,
Halfrost,Open-source maintainer,,https://avatars.githubusercontent.com/u/10825609?u=03334ecb4f5215e795ed600b655acd597945d4f9&v=4,,,Maintainer,
Henry Shi,Open-source maintainer,,https://avatars.githubusercontent.com/u/644176?u=91880f3945a26589687aceb7cc5f1a0708372047&v=4,,,Maintainer,
Hlyang1992,Open-source maintainer,,https://avatars.githubusercontent.com/u/2081913?v=4,,,Maintainer,
Hong Duan,Open-source maintainer,,https://avatars.githubusercontent.com/u/863999?v=4,,,Maintainer,
Ilias Ism,Open-source maintainer,,https://avatars.githubusercontent.com/u/304283?u=1ec71af713fe70f83b7adaf93e64e836232b32de&v=4,,,Maintainer,
Ismael Dönmez,Open-source maintainer,,https://avatars.githubusercontent.com/u/4255?u=2d5e67c2f53cac29ed9d0d35422ee7487158aaef&v=4,,,Maintainer,
Jack Danger,Open-source maintainer,,https://avatars.githubusercontent.com/u/2071?u=57b88e63722d0e5584f93d3a8947352ec43507a8&v=4,,,Maintainer,
Jeff Hammerbacher,Open-source maintainer,,https://avatars.githubusercontent.com/u/15233?u=81e48186447709162804ab064fc325eb84dbe987&v=4,,,Maintainer,
Jeff Heaton,Open-source maintainer,,https://avatars.githubusercontent.com/u/462761?u=d7afac094794432225cab9a32d6cc59c20055d17&v=4,,,Maintainer,
Jeff Hodges,Open-source maintainer,,https://avatars.githubusercontent.com/u/598?v=4,,,Maintainer,
Jeremiah C. Foster,Open-source maintainer,,https://avatars.githubusercontent.com/u/5260?u=61ba735ebda40aeb011f074f52f991b8420a61b0&v=4,,,Maintainer,
Jestine Paul,Open-source maintainer,,https://avatars.githubusercontent.com/u/181524?v=4,,,Maintainer,
João Felipe Santos,Open-source maintainer,,https://avatars.githubusercontent.com/u/5733?u=46a26db649d70f16ae24d9145d7eae16d643354c&v=4,,,Maintainer,
John,Open-source maintainer,,https://avatars.githubusercontent.com/u/1300?v=4,,,Maintainer,
Julian Qian,Open-source maintainer,,https://avatars.githubusercontent.com/u/225400?v=4,,,Maintainer,
Kashif Rasul,Open-source maintainer,,https://avatars.githubusercontent.com/u/8100?v=4,,,Maintainer,
Laith Shadeed,Open-source maintainer,,https://avatars.githubusercontent.com/u/508549?u=55e14a8623534645ff2b642968124684bee39199&v=4,,,Maintainer,
Lugougm,Open-source maintainer,,https://avatars.githubusercontent.com/u/11582591?v=4,,,Maintainer,
Marcello Barnaba,Open-source maintainer,,https://avatars.githubusercontent.com/u/14077?v=4,,,Maintainer,
Marcker,Open-source maintainer,,https://avatars.githubusercontent.com/u/7634?u=a32a0c2d6755c5d5ba72f14cb1c4478fb8bfa1e3&v=4,,,Maintainer,
Marek Šuppa,Open-source maintainer,,https://avatars.githubusercontent.com/u/461491?v=4,,,Maintainer,
Matej Knopp,Open-source maintainer,,https://avatars.githubusercontent.com/u/96958?u=def651e737d930a6149e20bfe0b21dbb973681b8&v=4,,,Maintainer,
Mu Li,Open-source maintainer,,https://avatars.githubusercontent.com/u/421857?u=4897d860de4cb4853db4662f065b51e0d46023ae&v=4,,,Maintainer,
Nathan Brown,Open-source maintainer,,https://avatars.githubusercontent.com/u/228987?v=4,,,Maintainer,
Nemo,Open-source maintainer,,https://avatars.githubusercontent.com/u/584253?u=29621228934a38c5d4f92822a60615e0d2535f38&v=4,,,Maintainer,
Nipun Wijerathne,Open-source maintainer,,https://avatars.githubusercontent.com/u/9856846?u=51bf03412ce6a8f4dee8f86643b5e36d1b2bd3f4&v=4,,,Maintainer,
Nirmal Singhania,Open-source maintainer,,https://avatars.githubusercontent.com/u/5922231?u=fc3f61a721288cdaf8cee853cbb8d1fddd012028&v=4,,,Maintainer,
Norswap,Open-source maintainer,,https://avatars.githubusercontent.com/u/202175?u=2f66f3bdbf4745d679f6ec5cca1300ec9b7870fb&v=4,,,Maintainer,
Ogun,Open-source maintainer,,https://avatars.githubusercontent.com/u/155706?u=5814d0b2e9714d27dd9cccaf9af4a01bee5f0c63&v=4,,,Maintainer,
Patrick,Open-source maintainer,,https://avatars.githubusercontent.com/u/306324?u=c6fa21a60b99622377e4671b0ec20677e7f16292&v=4,,,Maintainer,
Paul Jimenez,Open-source maintainer,,https://avatars.githubusercontent.com/u/11100?v=4,,,Maintainer,
Paul Legato,Open-source maintainer,,https://avatars.githubusercontent.com/u/14567?v=4,,,Maintainer,
Pedro Lima,Open-source maintainer,,https://avatars.githubusercontent.com/u/3596?u=458143a35fc6a4352360bbf3b2fd416f8f7d5eaa&v=4,,,Maintainer,
Peng Yu,Open-source maintainer,,https://avatars.githubusercontent.com/u/741544?u=10ee4a228f21a5f209de94b2835ab4551caf4a39&v=4,,,Maintainer,
Ping Yu,Open-source maintainer,,https://avatars.githubusercontent.com/u/4018?u=6368b0f59095a8628a0c743f24e0ce448ba1d875&v=4,,,Maintainer,
Prashanth Babu,Open-source maintainer,,https://avatars.githubusercontent.com/u/310709?v=4,,,Maintainer,
Quentin Anthony,Open-source maintainer,,https://avatars.githubusercontent.com/u/10281105?u=4b2fa4d03abc49489a04e85ce071c9b02d3d2d19&v=4,,,Maintainer,
René Hansen,Open-source maintainer,,https://avatars.githubusercontent.com/u/124250?v=4,,,Maintainer,
RicoLiu,Open-source maintainer,,https://avatars.githubusercontent.com/u/12722992?u=5b68da3a7a4ce8e5c51ffa8b011879577c96f20c&v=4,,,Maintainer,
Russell Harmon,Open-source maintainer,,https://avatars.githubusercontent.com/u/17551?u=0e8d378c2580ea8803024faa7893fc10512c63d5&v=4,,,Maintainer,
Rvaneijk,Open-source maintainer,,https://avatars.githubusercontent.com/u/934041?u=551d2b5336ba5dbef1514df38bcbe11ecd33435e&v=4,,,Maintainer,
Ryan Baumann,Open-source maintainer,,https://avatars.githubusercontent.com/u/19781?v=4,,,Maintainer,
Ryan Dahl,Open-source maintainer,,https://avatars.githubusercontent.com/u/80?v=4,,,Maintainer,
Sébastien Celles,Open-source maintainer,,https://avatars.githubusercontent.com/u/109167?v=4,,,Maintainer,
Sebastien Vaucouleur,Open-source maintainer,,https://avatars.githubusercontent.com/u/12293?u=9604618cf4d509b9d1418d9ffae551b62438ec4c&v=4,,,Maintainer,
Sergii Khomenko,Open-source maintainer,,https://avatars.githubusercontent.com/u/775466?u=8e97eec2683d274113ea04ffa28790ca316d36aa&v=4,,,Maintainer,
Shaun Walbridge,Open-source maintainer,,https://avatars.githubusercontent.com/u/1314?v=4,,,Maintainer,
Somnus,Open-source maintainer,,https://avatars.githubusercontent.com/u/18191162?u=584369a3afc33e376fedb7a58d50e6e7d4a959b7&v=4,,,Maintainer,
Stone Hao,Open-source maintainer,,https://avatars.githubusercontent.com/u/41334723?u=663a7dc2b94bb65150f438aa7e819e17aabf86d4&v=4,,,Maintainer,
Tao Qian,Open-source maintainer,,https://avatars.githubusercontent.com/u/1585623?v=4,,,Maintainer,
Tatsuo Okubo,Open-source maintainer,,https://avatars.githubusercontent.com/u/14331989?u=9b6d58e0f632d5805f63fff8c70fcd2b8598f197&v=4,,,Maintainer,
Tim Hopper,Open-source maintainer,,https://avatars.githubusercontent.com/u/611122?u=7a9a2cb1a9ddd1a1628a83d356fd4061c7c12977&v=4,,,Maintainer,
Tom Morris,Open-source maintainer,,https://avatars.githubusercontent.com/u/82178?v=4,,,Maintainer,
Travis Cline,Open-source maintainer,,https://avatars.githubusercontent.com/u/3977?u=ba15c36cd7e0fd2d5fd1a4eb4df77420618a6d9e&v=4,,,Maintainer,
Uriah Welcome,Open-source maintainer,,https://avatars.githubusercontent.com/u/4245?v=4,,,Maintainer,
Vpj,Open-source maintainer,,https://avatars.githubusercontent.com/u/81152?u=03a03fd9f553eb1872f88f0b953b10680b73d0f5&v=4,,,Maintainer,
