id,name,avatar_url,current_affiliation_id,current_affiliation_name,role_title,research_area_ids,research_areas,google_scholar_url,personal_website_url,twitter_handle,notable_papers_or_contributions,h_index,citation_count,influence_score,previous_affiliation_ids,previous_affiliations,education_ids,education
person:russ-tedrake,Russ Tedrake,,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology,Professor,topic:artificial-intelligence; topic:computer-science; topic:robotics,Artificial Intelligence; Computer Science; Robotics,https://scholar.google.com/citations?user=nxNkEiYAAAAJ,https://groups.csail.mit.edu/locomotion/russt.html,,"Efficient Bipedal Robots Based on Passive-Dynamic Walkers; Optimization-based locomotion planning, estimation, and control design for the atlas humanoid robot; A direct method for trajectory optimization of rigid bodies through contact; LQR-trees: Feedback Motion Planning via Sums-of-Squares Verification; Whole-body motion planning with centroidal dynamics and full kinematics",65,14676,0.3355,org:toyota-research-institute,Toyota Research Institute,org:university-of-michigan; org:massachusetts-institute-of-technology,University of Michigan; Massachusetts Institute of Technology
person:dieter-fox,Dieter Fox,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Dieter_Fox_University_of_Washington_associate_professor_of_computer_science_and_engineering.jpg/330px-Dieter_Fox_University_of_Washington_associate_professor_of_computer_science_and_engineering.jpg,org:nvidia-united-states,Nvidia (United States),Professor,topic:artificial-intelligence; topic:computer-science; topic:machine-learning; topic:robotics; topic:computer-vision,Artificial Intelligence; Computer Science; Machine Learning; Robotics; Computer Vision,https://scholar.google.com/scholar?q=Dieter+Fox,,,Learning from Unscripted Deictic Gesture and Language for Human-Robot Interactions; A spatio-temporal probabilistic model for multi-sensor object recognition; MegaPose: 6D Pose Estimation of Novel Objects via Render & Compare; GR00T N1: An Open Foundation Model for Generalist Humanoid Robots; 3D-MVP: 3D Multiview Pretraining for Manipulation,3,105,0.2322,,,,
person:josh-tobias,Josh Tobias,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/John_Tobias.jpg/330px-John_Tobias.jpg,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology,American comic book artist,topic:computer-science,Computer Science,https://scholar.google.com/scholar?q=Josh+Tobias,,,"What Twitter Will and Will Not Do: Theorizing About Teachers’ Online Professional Communities; “A Lifelong Classroom”: Social Studies Educators’ Engagement with Professional Learning Networks on Twitter; State Civic Education Requirements. CIRCLE Fact Sheet.; Exploring the dimensionality of self-perceived performance assessment literacy (PAL); ""Yeah, I know this"": Student Experiences in a Blended MicroMasters Program",4,75,0.0933,,,,
person:katherine-kucharski,Katherine Kucharski,,,,,,,https://scholar.google.com/scholar?q=Katherine+Kucharski,,,,,,0.06,,,,
person:vijay-kumar,Vijay Kumar,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/The_DG%2C_CRPF%2C_Shri_K._Vijay_Kumar_addressing_the_recruits_after_reviewing_the_Passing_Out-_cum_-Attestation_Parade_of_664_recruits%2C_at_RTC_%E2%80%93_AVADI%2C_CRPF%2C_in_Chennai_on_August_31%2C_2012_%28cropped%29.jpg/330px-thumbnail.jpg,org:jamia-hamdard,Jamia Hamdard,retired IPS officer,topic:artificial-intelligence; topic:computer-science; topic:robotics,Artificial Intelligence; Computer Science; Robotics,https://scholar.google.com/scholar?q=Vijay+Kumar,,,Minimum snap trajectory generation and control for quadrotors; Modeling and control of formations of nonholonomic mobile robots; A vision-based formation control framework; Trajectory generation and control for precise aggressive maneuvers with quadrotors; Leader-to-Formation Stability,103,39742,0.3094,,,org:post-graduate-institute-of-medical-education-and-research,Post Graduate Institute of Medical Education and Research
person:fei-shi,Fei Shi,,org:soochow-university,Soochow University,Fei Shi,topic:computer-vision; topic:artificial-intelligence; topic:computer-science,Computer Vision; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Fei+Shi,,,CPFNet: Context Pyramid Fusion Network for Medical Image Segmentation; Speckle noise reduction in optical coherence tomography images based on edge-sensitive cGAN; Automatic Liver Segmentation Based on Shape Constraints and Deformable Graph Cut in CT Images; Automatic detection of microaneurysms in retinal fundus images; Automated 3-D Retinal Layer Segmentation of Macular Optical Coherence Tomography Images With Serous Pigment Epithelial Detachments,29,3920,0.1447,,,,
person:honglak-lee,Honglak Lee,,org:seoul-national-university,Seoul National University,,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=fmSHtE8AAAAJ,https://web.eecs.umich.edu/~honglak/,,An analysis of single-layer networks in unsupervised feature learning; Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations; Efficient sparse coding algorithms; Multimodal Deep Learning; Learning structured output representation using deep conditional generative models,83,40551,0.2742,,,org:stanford-university,Stanford University
person:tatsuya-harada,Tatsuya Harada,,org:bayfront-medical-center,Bayfront Medical Center,,topic:computer-vision; topic:computer-science; topic:artificial-intelligence,Computer Vision; Computer Science; Artificial Intelligence,https://scholar.google.com/scholar?q=Tatsuya+Harada,,,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation; MFNet: Towards real-time semantic segmentation for autonomous vehicles with multi-spectral scenes; Open Set Domain Adaptation by Backpropagation; Asymmetric Tri-training for Unsupervised Domain Adaptation; Domain Generalization Using a Mixture of Multiple Latent Domains,45,10793,0.1497,,,,
person:peter-norvig,Peter Norvig,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Peter_Norvig_in_2019_%28cropped%29.jpg/330px-Peter_Norvig_in_2019_%28cropped%29.jpg,org:google-united-states,Google (United States),Computer Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=Ol0vcWgAAAAJ,http://www.norvig.com/,,Artificial intelligence: a modern approach; Quantitative Analysis of Culture Using Millions of Digitized Books; The Unreasonable Effectiveness of Data; Artificial Intelligence: A Modern Approach; Inteligencia artificial: un enfoque moderno,26,31119,0.2025,org:university-of-southern-california; org:university-of-california-berkeley; org:harlequin; org:ames-research-center; org:google,"University of Southern California; University of California, Berkeley; Harlequin; Ames Research Center; Google",org:university-of-california-berkeley; org:brown-university,"University of California, Berkeley; Brown University"
person:qiang-yang,Qiang Yang,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Qiang_Yang.jpg/330px-Qiang_Yang.jpg,org:beijing-institute-of-petrochemical-technology,Beijing Institute of Petrochemical Technology,Professor,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Qiang+Yang,,,A Survey on Transfer Learning; Top 10 algorithms in data mining; Federated Machine Learning; Graph Embedding and Extensions: A General Framework for Dimensionality Reduction; Federated Learning in Mobile Edge Networks: A Comprehensive Survey,126,100424,0.612,,,,
person:dina-katabi,Dina Katabi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Dina_Katabi.png/330px-Dina_Katabi.png,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology,Computer Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=nst5fHgAAAAJ,http://people.csail.mit.edu/dina,,XORs in the Air: Practical Wireless Network Coding; Embracing wireless interference; Trading structure for randomness in wireless opportunistic routing; Congestion control for high bandwidth-delay product networks; Smart Homes that Monitor Breathing and Heart Rate,90,32527,0.2784,,,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology
person:jennifer-chayes,Jennifer Chayes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Jennifer_Tour_Chayes_vid_02.png/330px-Jennifer_Tour_Chayes_vid_02.png,org:university-of-california-berkeley,"University of California, Berkeley",Computer Scientist,topic:computer-science,Computer Science,https://scholar.google.com/citations?user=YAHWbtkAAAAJ,,,"Tackling Climate Change with Machine Learning; Finite-Size Scaling and Correlation Lengths for Disordered Systems; Maximizing Social Influence in Nearly Optimal Time; Convergent sequences of dense graphs I: Subgraph frequencies, metric properties and testing; ChatGPT Chemistry Assistant for Text Mining and the Prediction of MOF Synthesis",60,12839,0.2,org:university-of-washington; org:microsoft; org:university-of-california-berkeley,"University of Washington; Microsoft; University of California, Berkeley",org:harvard-university; org:princeton-university; org:wesleyan-university; org:cornell-university,Harvard University; Princeton University; Wesleyan University; Cornell University
person:zhi-hua-zhou,Zhi-Hua Zhou,,org:ministry-of-public-security-of-the-people-s-republic-of-china,Ministry of Public Security of the People's Republic of China,Professor,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Zhi-Hua+Zhou,,,Top 10 algorithms in data mining; Isolation Forest; ML-KNN: A lazy learning approach to multi-label learning; A Review on Multi-Label Learning Algorithms; Ensemble Methods: Foundations and Algorithms,101,61229,0.4811,,,org:army-medical-university,Army Medical University
person:xue-bin-peng,Xue Bin Peng,,org:simon-fraser-university,Simon Fraser University,,topic:reinforcement-learning; topic:computer-science; topic:artificial-intelligence; topic:machine-learning,Reinforcement Learning; Computer Science; Artificial Intelligence; Machine Learning,https://scholar.google.com/scholar?q=Xue+Bin+Peng,,,"Advantage-Weighted Regression: Simple and Scalable Off-Policy Reinforcement Learning; Variational Discriminator Bottleneck: Improving Imitation Learning, Inverse RL, and GANs by Constraining Information Flow; Adversarial Motion Priors Make Good Substitutes for Complex Reward Functions; Variational Discriminator Bottleneck: Improving Imitation Learning, Inverse RL, and GANs by Constraining Information Flow; Learning Locomotion Skills Using DeepRL: Does the Choice of Action Space Matter?",11,689,0.0884,,,,
person:victor-zavala,Victor Zavala,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Mariscalzavala_2014-07-01_20-32.jpg/330px-Mariscalzavala_2014-07-01_20-32.jpg,org:university-of-wisconsin-madison,University of Wisconsin–Madison,Guatemalan Field Marshal who participated in the wars of Raf...,topic:theoretical-computer-science; topic:artificial-intelligence; topic:computer-science,Theoretical Computer Science; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Victor+Zavala,,,Quantifying the environmental benefits of a solvent-based separation process for multilayer plastic films; Uncertainty quantification for molecular property predictions with graph neural architecture search; From automated to autonomous process operations; Optimal Design of Food Packaging Considering Waste Management Technologies to Achieve Circular Economy; Screening Green Solvents for Multilayer Plastic Films Separation,4,80,0.0933,,,,
person:anna-gilbert,Anna Gilbert,,org:yale-university,Yale University,,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Anna+Gilbert,,,Signal Recovery From Random Measurements Via Orthogonal Matching Pursuit; Algorithms for simultaneous sparse approximation. Part I: Greedy pursuit; Sparse Recovery Using Sparse Matrices; Dynamics of IP traffic; Data networks as cascades,42,18275,0.1631,,,,
person:sergey-brin,Sergey Brin,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Sergey_Brin_Ted_2010_%28cropped%29.jpg/330px-Sergey_Brin_Ted_2010_%28cropped%29.jpg,org:alphabet-inc,Alphabet Inc.,Computer Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Sergey+Brin,,@sergeybrinn,The anatomy of a large-scale hypertextual Web search engine; The PageRank Citation Ranking : Bringing Order to the Web; Dynamic itemset counting and implication rules for market basket data; Beyond market baskets; Extracting Patterns and Relations from the World Wide Web,23,37904,0.2143,,,org:university-of-maryland; org:stanford-university; org:eleanor-roosevelt-high-school; org:johns-hopkins-center-for-talented-youth,University of Maryland; Stanford University; Eleanor Roosevelt High School; Johns Hopkins Center for Talented Youth
person:eric-topol,Eric Topol,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Eric_Topol_in_2026_A.jpg/330px-Eric_Topol_in_2026_A.jpg,org:scripps-research-institute,Scripps Research Institute,American cardiologist,topic:computer-science; topic:machine-learning,Computer Science; Machine Learning,https://scholar.google.com/citations?user=E2-uIQYAAAAJ,https://drerictopol.com/,@EricTopol,MIRIAD: Augmenting LLMs with millions of medical query-response pairs; The AI Productivity Index (APEX),0,0,0.1029,org:cleveland-clinic; org:case-western-reserve-university; org:scripps-research,Cleveland Clinic; Case Western Reserve University; Scripps Research,org:university-of-virginia; org:johns-hopkins-school-of-medicine; org:university-of-rochester; org:university-of-rochester-medical-center,University of Virginia; Johns Hopkins School of Medicine; University of Rochester; University of Rochester Medical Center
person:carla-gomes,Carla Gomes,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Carla_Gomes_at_FLoC_2006.jpg/330px-Carla_Gomes_at_FLoC_2006.jpg,org:cornell-university,Cornell University,Professor,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Carla+Gomes,,,Scientific discovery in the age of artificial intelligence; The eBird enterprise: An integrated approach to development and application of citizen science; Tackling Climate Change with Machine Learning; Boosting combinatorial search through randomization; Algorithm portfolios,51,12026,0.3279,org:institute-of-molecular-pathology-and-immunology-of-the-university-of-porto; org:international-network-of-engaged-buddhists,Institute of Molecular Pathology and Immunology of the University of Porto; International Network of Engaged Buddhists,org:university-of-porto; org:university-of-coimbra; org:university-of-aveiro,University of Porto; University of Coimbra; University of Aveiro
person:marinka-zitnik,Marinka Žitnik,,org:purdue-university-west-lafayette,Purdue University West Lafayette,Professor,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Marinka+Žitnik,https://dbmi.hms.harvard.edu/people/marinka-zitnik,@marinkazitnik,"Orange: data mining toolbox in python; Scientific discovery in the age of artificial intelligence; Modeling polypharmacy side effects with graph convolutional networks; GNNExplainer: Generating Explanations for Graph Neural Networks; Machine learning for integrating data in biology and medicine: Principles, practice, and opportunities",49,14782,0.3175,org:stanford-university; org:baylor-college-of-medicine; org:harvard-university,Stanford University; Baylor College of Medicine; Harvard University,org:university-of-ljubljana; org:stanford-university,University of Ljubljana; Stanford University
person:david-baker,David Baker,,org:wesleyan-university,Wesleyan University,Professor,topic:computer-science,Computer Science,https://scholar.google.com/scholar?q=David+Baker,http://www.davidbakermusic.org,,Accurate prediction of protein structures and interactions using a three-track neural network; Protein structure prediction and analysis using the Robetta server; Rosetta3; Protein Structure Prediction Using Rosetta; Design of a Novel Globular Protein Fold with Atomic-Level Accuracy,189,141387,0.7472,,,org:indiana-university-bloomington; org:crispus-attucks-high-school; org:jacobs-school-of-music,Indiana University Bloomington; Crispus Attucks High School; Jacobs School of Music
person:vijay-pande,Vijay Pande,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Vijay_S._Pande.jpg/330px-Vijay_S._Pande.jpg,org:institute-for-management-of-innovation-and-technology,Institute for Management of Innovation and Technology,Trinidadian–American scientist and venture capitalist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=cWe_xpUAAAAJ,,,Fuzzy power flow solutions with reactive limits and multiple uncertainties; A technique for load-shedding based on voltage stability consideration; Discrete sliding mode control strategy for direct real and reactive power regulation of wind driven DFIG; Optimal hourly scheduling of distributed generation and capacitors for minimisation of energy loss and reduction in capacitors switching operations; Design of novel optimal complex-order controllers for systems with fractional-order dynamics,8,233,0.1125,,,org:princeton-university; org:massachusetts-institute-of-technology,Princeton University; Massachusetts Institute of Technology
person:jonathan-vogelstein,Jonathan Vogelstein,,,,,,,https://scholar.google.com/scholar?q=Jonathan+Vogelstein,,,,,,0.06,,,,
person:percival-matthews,Percival Matthews,,org:university-of-wisconsin-madison,University of Wisconsin–Madison,,topic:computer-science,Computer Science,https://scholar.google.com/scholar?q=Percival+Matthews,,,"Assessing knowledge of mathematical equivalence: A construct-modeling approach.; Individual Differences in Nonsymbolic Ratio Processing Predict Symbolic Math Performance; In pursuit of knowledge: Comparing self-explanations, concepts, and procedures as pedagogical tools; Measure for Measure: What Combining Diverse Measures Reveals About Children's Understanding of the Equal Sign as an Indicator of Mathematical Equality; A specific misconception of the equal sign acts as a barrier to children's learning of early algebra",21,1489,0.1015,,,,
person:michael-i-jordan,Michael I Jordan,,org:institut-national-de-recherche-en-sciences-et-technologies-du-numerique,Institut national de recherche en sciences et technologies du numérique,Professor,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Michael+I+Jordan,,,"Latent dirichlet allocation; Machine learning: Trends, perspectives, and prospects; On Spectral Clustering: Analysis and an algorithm; Adaptive Mixtures of Local Experts; An Introduction to Variational Methods for Graphical Models",162,177687,0.8125,,,,
person:cordelia-schmid,Cordelia Schmid,,org:centre-national-de-la-recherche-scientifique,Centre National de la Recherche Scientifique,Computer Scientist,topic:computer-vision; topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Computer Vision; Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=IvqCXP4AAAAJ,,@CordeliaSchmid,Detecting Unseen Visual Relations Using Analogies; Learning Correlation Structures for Vision Transformers; Dense Optical Tracking: Connecting the Dots; SUGAR : Pre-training 3D Visual Representations for Robotics; A Generative Approach for Wikipedia-Scale Visual Entity Recognition,4,177,0.1078,org:google-research,Google Research,org:karlsruhe-institute-of-technology; org:grenoble-institute-of-technology,Karlsruhe Institute of Technology; Grenoble Institute of Technology
person:andrea-vedaldi,Andrea Vedaldi,,org:university-of-oxford,University of Oxford,,topic:computer-vision; topic:artificial-intelligence; topic:computer-science,Computer Vision; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=bRT7t28AAAAJ,http://www.robots.ox.ac.uk/~vedaldi,,Deep Face Recognition; Deep Inside Convolutional Networks: Visualising Image Classification\n Models and Saliency Maps; Fully-Convolutional Siamese Networks for Object Tracking; Instance Normalization: The Missing Ingredient for Fast Stylization; Return of the Devil in the Details: Delving Deep into Convolutional Nets,95,74883,0.365,,,org:university-of-padua; org:university-of-california-los-angeles,"University of Padua; University of California, Los Angeles"
person:thomas-hofmann,Thomas Hofmann,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/TUM_Pr%C3%A4sident_Prof_Thomas_F_Hofmann_-_Astrid_Eckert_%28cropped%29.jpg/330px-TUM_Pr%C3%A4sident_Prof_Thomas_F_Hofmann_-_Astrid_Eckert_%28cropped%29.jpg,org:technical-university-of-munich,Technical University of Munich,German food chemist and academic administrator,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Thomas+Hofmann,,,Probabilistic Latent Semantic Indexing; Probabilistic latent semantic indexing; Unsupervised Learning by Probabilistic Latent Semantic Analysis; Probabilistic Latent Semantic Analysis; Large Margin Methods for Structured and Interdependent Output Variables,114,65333,0.3651,,,,
person:victor-botev,Victor Botev,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Hristo-Botev-circa-1875.jpg/330px-Hristo-Botev-circa-1875.jpg,org:institute-for-nuclear-research-and-nuclear-energy,Institute for Nuclear Research and Nuclear Energy,Bulgarian revolutionary and poet,topic:natural-language-processing; topic:artificial-intelligence; topic:machine-learning,Natural Language Processing; Artificial Intelligence; Machine Learning,https://scholar.google.com/scholar?q=Victor+Botev,,,Leveraging knowledge graphs to update scientific word embeddings using latent semantic imputation; ConSens: Assessing Context Grounding in Open-Book Question Answering; Evaluating Embedding Frameworks for Scientific Domain,0,0,0.0886,,,,
person:lucas-beyer,Lucas Beyer,,org:meta-superintelligence-labs,Meta Superintelligence Labs,Computer Scientist,topic:computer-vision; topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Computer Vision; Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=p2gwhK4AAAAJ,https://lucasb.eyer.be,@giffmana,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale; In Defense of the Triplet Loss for Person Re-Identification; MLP-Mixer: An all-MLP Architecture for Vision; Scaling Vision Transformers; Revisiting Self-Supervised Visual Representation Learning,29,30913,0.1911,,,org:rwth-aachen-university,RWTH Aachen University
person:thomas-wolf,Thomas Wolf,,,,Computer Scientist,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Thomas+Wolf,,,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter; HuggingFace's Transformers: State-of-the-art Natural Language Processing; Multitask Prompted Training Enables Zero-Shot Task Generalization; Datasets: A Community Library for Natural Language Processing; TransferTransfo: A Transfer Learning Approach for Neural Network Based Conversational Agents",13,9164,0.1097,,,,
person:aleksander-madry,Aleksander Madry,,org:institut-de-recherche-technologique-systemx,Institut de Recherche Technologique SystemX,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Aleksander+Madry,,,"On Assessing ML Model Robustness: A Methodological Framework (Academic Track); Towards Deep Learning Models Resistant to Adversarial Attacks; On Evaluating Adversarial Robustness; Adversarial Examples Are Not Bugs, They Are Features; Robustness May Be at Odds with Accuracy",43,13024,0.1668,org:openai,OpenAI,org:massachusetts-institute-of-technology; org:university-of-wroc-aw,Massachusetts Institute of Technology; University of Wrocław
person:nicholas-carlini,Nicholas Carlini,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Nicholas_Carlini_AIME_presentation.jpg/330px-Nicholas_Carlini_AIME_presentation.jpg,org:google-deepmind,Google DeepMind,American researcher affiliated with Anthropic and previously...,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=q4qDvAoAAAAJ,https://nicholas.carlini.com/,,FixMatch: Simplifying Semi-Supervised Learning with Consistency and Confidence; Adversarial Examples Are Not Easily Detected; Obfuscated Gradients Give a False Sense of Security: Circumventing\n Defenses to Adversarial Examples; Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples; Towards Evaluating the Robustness of Neural Networks,45,15362,0.1886,,,org:university-of-california-berkeley,"University of California, Berkeley"
person:florian-tramer,Florian Tramer,,org:eth-zurich,ETH Zurich,,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Florian+Tramer,,,Advances and Open Problems in Federated Learning; On the Opportunities and Risks of Foundation Models; Ensemble Adversarial Training: Attacks and Defenses; Stealing Machine Learning Models via Prediction APIs; The Space of Transferable Adversarial Examples,34,12402,0.1551,org:google-switzerland,Google (Switzerland),org:stanford-university,Stanford University
person:nicolas-papernot,Nicolas Papernot,,org:university-of-toronto,University of Toronto,Professor,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=cGxq0cMAAAAJ,https://www.papernot.fr/,@nicolaspapernot,The Limitations of Deep Learning in Adversarial Settings; Practical Black-Box Attacks against Machine Learning; Transferability in Machine Learning: from Phenomena to Black-Box Attacks using Adversarial Samples; Ensemble Adversarial Training: Attacks and Defenses; MixMatch: A Holistic Approach to Semi-Supervised Learning,46,19941,0.3257,org:vector-institute,Vector Institute,org:lycee-louis-le-grand; org:ecole-centrale-de-lyon; org:pennsylvania-state-university,Lycée Louis-le-Grand; École Centrale de Lyon; Pennsylvania State University
person:reza-shokri,Reza Shokri,,org:national-university-of-singapore,National University of Singapore,,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Reza+Shokri,,,Membership Inference Attacks Against Machine Learning Models; Privacy-Preserving Deep Learning; Comprehensive Privacy Analysis of Deep Learning: Passive and Active White-box Inference Attacks against Centralized and Federated Learning; Quantifying Location Privacy; Machine Learning with Membership Privacy using Adversarial Regularization,38,13043,0.1468,,,,
person:vitaly-shmatikov,Vitaly Shmatikov,,org:cornell-university,Cornell University,Computer Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=rejZUEkAAAAJ,,,Membership Inference Attacks Against Machine Learning Models; Robust De-anonymization of Large Sparse Datasets; Privacy-Preserving Deep Learning; De-anonymizing Social Networks; How To Backdoor Federated Learning,62,21373,0.2214,org:university-of-texas-at-austin,University of Texas at Austin,org:stanford-university,Stanford University
person:jonas-peters,Jonas Peters,,org:eth-zurich,ETH Zurich,Professor,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=kBQ4VvEAAAAJ,https://people.math.ethz.ch/~jopeters/,,"Inferring causation from time series in Earth system sciences; Elements of Causal Inference: Foundations and Learning Algorithms; Nonlinear causal discovery with additive noise models; Comments on the paper Causal inference by using invariant prediction: identification and confidence intervals by Peters, Buhlmann and Meinshausen; Counterfactual reasoning and learning systems: the example of computational advertising",38,8548,0.3053,org:university-of-copenhagen-institute-for-mathematical-sciences; org:eth-zurich,University of Copenhagen Institute for Mathematical Sciences; ETH Zurich,org:eth-zurich,ETH Zurich
person:isabelle-guyon,Isabelle Guyon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/SD_2025_-_Isabelle_Guyon_02_%28cropped%29.jpg/330px-SD_2025_-_Isabelle_Guyon_02_%28cropped%29.jpg,org:gleason-united-states,Gleason (United States),Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=6n-zAFEAAAAJ,https://www.clopinet.com/isabelle/,,A training algorithm for optimal margin classifiers; Gene Selection for Cancer Classification using Support Vector Machines; SIGNATURE VERIFICATION USING A “SIAMESE” TIME DELAY NEURAL NETWORK; Feature extraction : foundations and applications; Comparison of classifier methods: a case study in handwritten digit recognition,57,36663,0.2502,,,org:espci-paris-psl-university,"ESPCI Paris, PSL University"
person:jure-leskovec,Jure Leskovec,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Jure_Leskovec.jpg/330px-Jure_Leskovec.jpg,org:chan-zuckerberg-initiative-united-states,Chan Zuckerberg Initiative (United States),Computer Scientist,topic:theoretical-computer-science; topic:artificial-intelligence; topic:computer-science,Theoretical Computer Science; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=Q_kKkIUAAAAJ,https://profiles.stanford.edu/jure-leskovec,,node2vec; Targeted Branching for the Maximum Independent Set Problem Using Graph Neural Networks; Inductive Representation Learning on Large Graphs; Friendship and mobility; {SNAP Datasets}: {Stanford} Large Network Dataset Collection,135,112437,0.5093,,,org:university-of-ljubljana; org:carnegie-mellon-university,University of Ljubljana; Carnegie Mellon University
person:petar-velickovic,Petar Veličković,,org:university-of-nis,University of Nis,Computer Scientist,topic:theoretical-computer-science; topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Theoretical Computer Science; Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=kcTK_FAAAAAJ,https://petar-v.com/,@PetarV_93,"Graph Attention Networks; Scientific discovery in the age of artificial intelligence; Graph Attention Networks; Geometric Deep Learning: Grids, Groups, Graphs, Geodesics, and Gauges; Advancing mathematics by guiding human intuition with AI",26,14274,0.1646,org:mila,Mila,org:university-of-cambridge,University of Cambridge
person:stephanie-gil,Stephanie Gil,,org:harvard-university,Harvard University,,topic:artificial-intelligence; topic:computer-science; topic:robotics,Artificial Intelligence; Computer Science; Robotics,https://scholar.google.com/scholar?q=Stephanie+Gil,,@stephaniegilok,Accurate indoor localization with zero start-up cost; Correcting robot mistakes in real time using EEG signals; Guaranteeing spoof-resilient multi-robot networks; CarSpeak; CarSpeak,15,1190,0.1083,,,,
